10uL-AuNRDNA2-300uLH2O,,300mM-NaCl-0925,,400mM-NaCl-0929,,600mM-NaCl-0933,,1000mM-NaCl-0937,,300mM-NaCl-1140,,400mM-NaCl-1140,,600mM-NaCl-1141,,1000mM-NaCl-1142,,300mM-NaCl-1401,,400mM-NaCl-1402,,600mM-NaCl-1403,,1000mM-NaCl-1403,,300mM-NaCl-1406-36-5uLBP2,,400mM-NaCl-1408-38-7uLBP2,,600mM-NaCl-1410-44-3uLBP2,,300mM-NaCl-1553-36-5uLBP2,,400mM-NaCl-1554-38-7uLBP2,,600mM-NaCl-1555-44-3uLBP2,,400mM-NaCl-0-01SDS-1611-init,,400mM-NaCl-0-01SDS-1611-38-7uLBP2-1614,,400mM-NaCl-0-01SDS-1611-38-7uLBP2-1618-77-5uLNaCl,,300mM-NaCl-d2-0946-36-5uLBP2,,400mM-NaCl-d2-0947-38-7uLBP2,,600mM-NaCl-d2-0948-44-3uLBP2,,400mM-NaCl-0-01SDS-d2-0949-38-7uLBP2-1618-77-5uLNaCl,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
1100,0.0074813052737258,1100,0.00631842827144303,1100,0.00189569671077743,1100,0.000701843571181585,1100,0.00315844026429124,1100,0.00546019046240283,1100,0.00228216484084989,1100,0.000170570250866623,1100,0.00521728569985667,1100,0.00314555944865699,1100,0.00176665581687885,1100,0.00174022328237607,1100,0.00100395605286749,1100,0.00871253346930287,1100,0.00663732762251307,1100,0.00277723594869832,1100,0.00689365203421247,1100,0.008703738855258,1100,0.00670548899708186,1100,0.00773591493411528,1100,0.0046931803278311,1100,0.00169159889823754,1100,-0.00013458617925073,1100,0.00213550159869142,1100,0.00124677355524907,1100,0.000729353875711849
1099,0.00376325159906274,1099,0.00167348634245322,1099,0.000819701573117311,1099,0.000665831301112693,1099,0.00299177533402692,1099,0.00257225481580183,1099,0.00165851871719423,1099,-0.00252995921379773,1099,0.00423021504090481,1099,0.00228206075144646,1099,0.00205257826231909,1099,0.00435771531974915,1099,0.0027524090690778,1099,0.00451930778985331,1099,-2.49533565731075E-05,1099,0.000547600344883977,1099,0.00195700716980905,1099,0.00889295479103476,1099,0.00721197406398838,1099,0.00354097119666658,1099,0.000556360929652612,1099,-0.000484418606475242,1099,0.00407249276279417,1099,-0.0017221396674651,1099,0.00171841830216143,1099,0.00299550263181693
1098,0.0077359939877103,1098,0.00528808067649156,1098,0.00242096423221276,1098,0.00349681581252436,1098,0.00644186659258744,1098,0.00678070761873914,1098,0.00733324458279604,1098,0.00141430229030247,1098,0.00569877239728801,1098,0.00475279334753289,1098,0.00101526860300311,1098,0.00400586675747749,1098,0.00358714081708978,1098,0.0102280749768435,1098,0.00450131232110793,1098,0.00445520233569924,1098,0.00940636355139208,1098,0.0111542496560954,1098,0.0119465756314805,1098,0.007625938967991,1098,0.0025019532038582,1098,0.008200603278563,1098,0.00611927768534634,1098,0.00290146981852448,1098,0.00111603075972876,1098,0.000890172338803264
1097,0.00534753955603833,1097,0.00330889249058472,1097,0.0032905558630027,1097,0.0023842365070958,1097,0.000234383020589211,1097,0.00276527822930014,1097,0.000709621991422479,1097,0.00206711731368907,1097,-6.26912902500449E-05,1097,0.00391297320176345,1097,0.00187248003895009,1097,0.00222752133530013,1097,0.00570708671482978,1097,0.0102292146006572,1097,0.00202480196462506,1097,0.00072619049095041,1097,0.0040469907784532,1097,0.00524945904029622,1097,0.00903761013719358,1097,0.00209242526713271,1097,0.00522640298428754,1097,0.00395466312739168,1097,0.000132349234420918,1097,0.00290003654902822,1097,0.00266181472099841,1097,0.00297165369145623
1096,0.0052080376155026,1096,0.00457970791740917,1096,0.00385715780673935,1096,0.00414265707621251,1096,0.00228807195537583,1096,0.0039500133008101,1096,0.000176655885722458,1096,0.00407129079138104,1096,0.00703090785407013,1096,0.00196774649130703,1096,0.00417404523014753,1096,0.00429475786903529,1096,0.00438093449053768,1096,0.00898110584046468,1096,0.00431334610034062,1096,0.00266113754861319,1096,0.00787204019246553,1096,0.00839097241295072,1096,0.0127143603592556,1096,0.00686382869898523,1096,0.0065392182095137,1096,0.00429457486649354,1096,0.00563079505266947,1096,0.00293615638271813,1096,0.000940964029662895,1096,0.00611250439001347
1095,0.00345845750941644,1095,0.00190383453900423,1095,0.000246944674324157,1095,0.00490772602019151,1095,0.00224698404325221,1095,0.0051009261388243,1095,0.00240735040414385,1095,0.00183657853656108,1095,0.00364678492981023,1095,0.00264324495312358,1095,0.00258626442273995,1095,0.00219515480587453,1095,0.00371473960567743,1095,0.00621196167917231,1095,0.000864960283764065,1095,0.000260439144274305,1095,0.00415609019663308,1095,0.0042384228714643,1095,0.0081588466857056,1095,0.00338039447480701,1095,0.00328095748187465,1095,0.001177231242322,1095,0.00281230340341195,1095,0.00200131833480835,1095,-0.000120301317246706,1095,0.00311810424823909
1094,0.00656662774317923,1094,0.004001451512765,1094,0.000738973818491462,1094,0.00449035323672079,1094,0.00342678184584298,1094,0.00446540208094175,1094,0.00213755667539354,1094,0.00336137656299641,1094,0.00472793178712524,1094,0.00431742463727073,1094,0.00287314407840392,1094,0.00369079892355512,1094,0.00488913851099879,1094,0.00781898184725871,1094,0.0026965081959437,1094,0.00221276876749884,1094,0.00319197389604974,1094,0.00613489867228445,1094,0.0087228072830234,1094,0.00413155023791594,1094,0.0031333569230805,1094,0.00353964020634594,1094,0.00358061570010477,1094,0.00285417442246824,1094,0.00293600001332742,1094,0.00462305783802169
1093,0.0019271568914489,1093,0.00156872379682424,1093,9.70734660911496E-06,1093,-0.000628056958131015,1093,0.0032629089266351,1093,0.00381991670865689,1093,0.00112459519375433,1093,0.00160442129010396,1093,0.0015996406696052,1093,0.00246631203027014,1093,0.00236312793035311,1093,-0.00143884105885872,1093,0.00190677251445362,1093,0.00537141449496497,1093,0.00124202283012144,1093,-9.46287900621831E-05,1093,0.000775251476500819,1093,0.00301674623343543,1093,0.0057447785354843,1093,-7.18535036951546E-05,1093,0.00279320613972282,1093,-0.0011365105670957,1093,0.00341783271531234,1093,0.000388074570481367,1093,-0.000455043935188999,1093,0.00360838727729769
1092,0.00688268501412712,1092,0.0021760326282445,1092,0.00134691431850761,1092,0.00288281162564201,1092,0.00182342492738224,1092,0.00346002308812371,1092,0.000406029954674703,1092,0.000221355544951234,1092,0.00195549900548927,1092,0.00179852254496651,1092,0.00164438310031258,1092,0.000241453762425852,1092,0.0042866012591952,1092,0.00712978627842888,1092,0.000766875450801925,1092,0.00233520163659721,1092,0.00284369977523769,1092,0.00812281737557117,1092,0.00836204887067451,1092,0.00388014128408292,1092,0.0034581183014404,1092,0.0026074880153291,1092,0.00274498472702729,1092,-0.000200311192584489,1092,-0.000217542955766256,1092,0.00320352612776961
