10ul aunr-dna2-200ul h2o,,20uL-2M NaCl,,10uL BP 2,,20uL BP2,,10uL 2M NaCl,,20uL 2M NaCl,,20uL 2M NaCl,,30uL 2M NaCl,,10uL BP2,,30mins - rt,,50 p1,,50 p2,,50 p3,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
704,1.37555901650615,704,1.28771938444134,704,1.22557300907755,704,1.17727441160379,704,1.131700907845,704,1.04222624589996,704,0.957361226391525,704,0.711688642844721,704,0.613798276871257,704,0.309062093609141,704,0.595366830157811,704,0.598698436251072,704,0.588530140244111
703,1.39724731250635,703,1.31336010756947,703,1.24811363499814,703,1.1987854246014,703,1.1527071599047,703,1.0604230409781,703,0.974450519895573,703,0.723134250909998,703,0.621994966183645,703,0.311315956711042,703,0.602065919255165,703,0.605763060665277,703,0.595611654931917
702,1.41845290212769,702,1.33913893354143,702,1.27161543097671,702,1.22121913528526,702,1.17324134074224,702,1.07930694061149,702,0.990786778148964,702,0.734028934232133,702,0.630888671867247,702,0.312848632635619,702,0.609655213667373,702,0.612414132129052,702,0.60253525880484
701,1.43822197491261,701,1.36236322514958,701,1.29476622322509,701,1.24102667151166,701,1.19343360681526,701,1.09830926733268,701,1.0076017356111,701,0.745433335694209,701,0.638766437206209,701,0.314419385267678,701,0.616727270225767,701,0.61942398300644,701,0.609464192365317
700,1.45597231005114,700,1.38561710814371,700,1.31711890866281,700,1.26319504636114,700,1.21367831737258,700,1.11606562945945,700,1.02399299655097,700,0.755708300406499,700,0.647278881649865,700,0.316178690491972,700,0.623630714150846,700,0.625846120915159,700,0.616180972774986
699,1.47155337923095,699,1.40478962664105,699,1.33576145671439,699,1.28161341341967,699,1.23043538808132,699,1.13102874286465,699,1.03803345470472,699,0.764967756222061,699,0.653804638126446,699,0.317375243186387,699,0.629253381309458,699,0.630998893676463,699,0.621974206641061
698,1.48714438187231,698,1.42748183722016,698,1.35519545622244,698,1.29936190162563,698,1.24823551052036,698,1.1462098365699,698,1.05131340279555,698,0.773870505631644,698,0.660846728295749,698,0.31883441448404,698,0.634574264389338,698,0.636686471978272,698,0.627255545124292
697,1.50617079952093,697,1.4512850409251,697,1.37503749726464,697,1.31824750866749,697,1.2668062089861,697,1.1634322406348,697,1.06561517623167,697,0.783992712772369,697,0.668278413015497,697,0.320098358814475,697,0.64091647900548,697,0.642511318769862,697,0.633894606551346
696,1.52073312868275,696,1.47071729834601,696,1.39406724248909,696,1.33598359945455,696,1.28306354666764,696,1.17793144775574,696,1.07933436265281,696,0.793202949352424,696,0.674190179809187,696,0.321396728274111,696,0.646644804236126,696,0.648016170499936,696,0.63940239441763
695,1.53377068586431,695,1.49015687337666,695,1.41272671440416,695,1.35316374292677,695,1.29889512259653,695,1.19191827034698,695,1.09201785013715,695,0.801250172213212,695,0.681013272898448,695,0.322511770030451,695,0.651473441108571,695,0.65269893255915,695,0.644450932267071
694,1.54678426746269,694,1.50624192575828,694,1.42706684747429,694,1.36880682852124,694,1.31468631182482,694,1.20577366818764,694,1.10329273207199,694,0.809691554732001,694,0.687379449344554,694,0.323790269672438,694,0.65640421386376,694,0.657084120995615,694,0.649204490141271
693,1.55536343546239,693,1.52537642325479,693,1.44486309538941,693,1.38129793407687,693,1.32685108946527,693,1.2167123068928,693,1.11468708755724,693,0.816441252993742,693,0.692376061902824,693,0.324583332316062,693,0.661430517918448,693,0.661729894247331,693,0.653815369671337
692,1.56654996300769,692,1.54164304039456,692,1.45981015672313,692,1.39697179028416,692,1.33992308103774,692,1.22888248892699,692,1.12443022846169,692,0.823576518099926,692,0.697754187145027,692,0.325753150399328,692,0.665119777978399,692,0.66550992684169,692,0.657767301371437
691,1.57680172368726,691,1.55575814628178,691,1.47165382677278,691,1.40730055517584,691,1.35017031560885,691,1.23769101906834,691,1.13191454051729,691,0.82896575438572,691,0.701624285573698,691,0.326352853328499,691,0.668408799841698,691,0.669050961925043,691,0.661180344912228
690,1.58608044024903,690,1.56812656419052,690,1.48265569136756,690,1.41744538738469,690,1.36039733929835,690,1.24580980315862,690,1.13840545496579,690,0.834264808182175,690,0.705032447373165,690,0.326382736734441,690,0.67134804224883,690,0.671289262404848,690,0.664099544966254
689,1.59146895768082,689,1.57642784027834,689,1.4937938546536,689,1.42674231544595,689,1.36954908780166,689,1.25368495372315,689,1.14621395970646,689,0.838438711874945,689,0.708593758056356,689,0.327100968358616,689,0.674280747133688,689,0.674218054071278,689,0.666443255228816
688,1.59542286734845,688,1.58947884251846,688,1.50224680729131,688,1.43525341260068,688,1.37573353354472,688,1.25893707391673,688,1.15000482077644,688,0.842706772841015,688,0.711062894977711,688,0.327670057622177,688,0.676462598361777,688,0.675926869821905,688,0.668717342873175
687,1.60197676944254,687,1.59614729177839,687,1.50957664879443,687,1.43955014752159,687,1.38042612251345,687,1.26342403556627,687,1.15453591843579,687,0.845949551873429,687,0.713273220382187,687,0.327670993423947,687,0.677931130022684,687,0.677554429642901,687,0.670431333022892
686,1.60339571428292,686,1.60231005057161,686,1.5128442867087,686,1.44477766681756,686,1.38454014397567,686,1.26758118256353,686,1.1563696736976,686,0.847138563457278,686,0.714966652982661,686,0.32788691477268,686,0.679062422910163,686,0.678808930041556,686,0.671762185850736
685,1.60562330289256,685,1.60845731468049,685,1.51665091368879,685,1.44583860426227,685,1.38734901449729,685,1.26741491263696,685,1.15619007557319,685,0.848788701876637,685,0.715444504297275,685,0.32722737432012,685,0.679087767972972,685,0.678438844114096,685,0.671324450415623
684,1.60594369124214,684,1.60904895895485,684,1.51830420902283,684,1.44681232596398,684,1.38816425252317,684,1.26741146869786,684,1.1574172547423,684,0.848991874021956,684,0.714828695926477,684,0.326933079620022,684,0.679053614301774,684,0.678538791188255,684,0.671686849345866
683,1.60332366542502,683,1.61068989414214,683,1.51643887857192,683,1.4459051344959,683,1.38626149186368,683,1.26682343487881,683,1.15529171680096,683,0.848499644747515,683,0.714292992354518,683,0.326227359986495,683,0.678030281951989,683,0.677455755804341,683,0.67020747726849
682,1.60401826613994,682,1.60942710662741,682,1.5162722250483,682,1.44354946283906,682,1.3837543790385,682,1.26302042646703,682,1.15290851323065,682,0.846991078314192,682,0.712805667738152,682,0.325607230080464,682,0.676789985688375,682,0.675907783944249,682,0.668831831369805
681,1.59952941445998,681,1.60596706792251,681,1.51209812766423,681,1.43900595141604,681,1.37836086083956,681,1.25844651562868,681,1.14720278434222,681,0.84477628016323,681,0.710905617641177,681,0.324095981240157,681,0.67462417586894,681,0.67417031437655,681,0.667068594728336
680,1.59286568180503,680,1.59896758443829,680,1.50570755745138,680,1.4335097184601,680,1.37333441235451,680,1.25342427008121,680,1.14238134291909,680,0.84185226245006,680,0.708332187433966,680,0.323210110695668,680,0.672482599312026,680,0.671775011680573,680,0.664542668921858
679,1.58500530011485,679,1.59272134171383,679,1.49659600582485,679,1.42607089031753,679,1.36658055775209,679,1.24502552904814,679,1.13457823787909,679,0.837997509019663,679,0.704802067600786,679,0.32173958214711,679,0.669196204006445,679,0.668657107419483,679,0.661629109279203
678,1.5776141949393,678,1.58369633310384,678,1.48877370952322,678,1.41660260530133,678,1.35486597441795,678,1.23537057055302,678,1.12647470131385,678,0.83259220620765,678,0.700497006834084,678,0.320497795787499,678,0.664764998699791,678,0.66462293490238,678,0.657516346706436
677,1.56930879154881,677,1.57127286615121,677,1.47601131846689,677,1.40508878123697,677,1.34366104653799,677,1.2246186356969,677,1.11591487582603,677,0.827192706591658,677,0.695802553210911,677,0.318620412298346,677,0.660362029756464,677,0.660042116540731,677,0.653466671852171
676,1.55487122572657,676,1.55928000905683,676,1.46349826599981,676,1.39104928376101,676,1.33150272992952,676,1.21246398167893,676,1.10498130390536,676,0.819933629434726,676,0.689497288429968,676,0.316914301660427,676,0.655593610609511,676,0.655482588148274,676,0.648231002829108
675,1.54269359525358,675,1.54497930972725,675,1.44741099796908,675,1.37666709488012,675,1.31672064696639,675,1.19891615785431,675,1.09213112724829,675,0.812749907806906,675,0.684338609274167,675,0.31513375594102,675,0.649731860876314,675,0.649682116434776,675,0.642395579990759
674,1.52828429609811,674,1.52799119596396,674,1.43235872195027,674,1.3606774768048,674,1.30015634344473,674,1.18436710951455,674,1.07836631835989,674,0.804257284811565,674,0.677438450157268,674,0.312822990909018,674,0.64332209881952,674,0.643803241467516,674,0.635979320184787
673,1.51129435487326,673,1.50750040515964,673,1.41248130539867,673,1.34252867738204,673,1.28425384089903,673,1.16732640496262,673,1.06412183862178,673,0.795386007471466,673,0.670110821794403,673,0.310417551719471,673,0.636510115495497,673,0.637260153706277,673,0.629387695336985
672,1.49422645552864,672,1.4878188195506,672,1.39396094278783,672,1.32302436442265,672,1.26488175570245,672,1.15084833263496,672,1.04699449735066,672,0.785558426842846,672,0.662100124852104,672,0.308461660882604,672,0.629238665244224,672,0.630108264451481,672,0.62204676096146
671,1.4753705220653,671,1.46634870181342,671,1.37228725334785,671,1.30204311719496,671,1.24521334798929,671,1.13167001563297,671,1.03011076193724,671,0.775167217916597,671,0.653561441445444,671,0.305600756822038,671,0.621098792182587,671,0.622361077118565,671,0.614530073964578
670,1.45578373570294,670,1.44320371829828,670,1.34858739219785,670,1.28163021561684,670,1.22337439372834,670,1.11249150484199,670,1.01269448284384,670,0.763797258527106,670,0.64431978181273,670,0.30283532853076,670,0.613264149010774,670,0.613912970369317,670,0.606110404929192
669,1.43279159886413,669,1.4205204710181,669,1.32693000908895,669,1.25867815046913,669,1.20224688091211,669,1.09185962364021,669,0.994174195152061,669,0.752930718537531,669,0.635357994421697,669,0.30017282581564,669,0.604373540261661,669,0.605806819261171,669,0.597533478951333
668,1.41081510013262,668,1.39397164372927,668,1.30231758735832,668,1.2347684375878,668,1.1786997203864,668,1.07056637587254,668,0.974431025217894,668,0.740898328556826,668,0.625852902100528,668,0.296875250809303,668,0.595124028528796,668,0.597078749084617,668,0.588189976352578
667,1.38608454325861,667,1.36650323662864,667,1.27472952025787,667,1.20910342827231,667,1.1536380676233,667,1.04768944179088,667,0.953336107468694,667,0.727975657873829,667,0.615443587836769,667,0.29375060155918,667,0.585189780192413,667,0.587277801333338,667,0.578706916371614
666,1.36005695702102,666,1.33833994408242,666,1.24809392726594,666,1.18296127448191,666,1.12869244029848,666,1.0244217788397,666,0.933127849727576,666,0.715074296632729,666,0.604887875385725,666,0.290592824219477,666,0.575407628914093,666,0.577832979637421,666,0.56892038605418
665,1.33384927001209,665,1.30918525511016,665,1.22010721794882,665,1.15596740841607,665,1.10226530325796,665,1.00073227743417,665,0.910845586715535,665,0.701691909287441,665,0.594135825038636,665,0.287471691231047,665,0.564576012292859,665,0.567619276703471,665,0.558526400261751
664,1.30549306355132,664,1.27874495997899,664,1.190924234022,664,1.12785387918696,664,1.07547976208794,664,0.976553417648499,664,0.889034977752951,664,0.687566725824828,664,0.582922564573173,664,0.284049940921587,664,0.55366823736076,664,0.557269651557261,664,0.547869420047988
663,1.27629757678699,663,1.24745388372309,663,1.16155712584586,663,1.10021734209489,663,1.04856465553938,663,0.951739412598559,663,0.866769858417896,663,0.673709477536557,663,0.571664480408139,663,0.280625301057946,663,0.542690676972552,663,0.546299221381704,663,0.536952494932943
662,1.24514520373774,662,1.21489029966622,662,1.13090262263526,662,1.07103130011296,662,1.02062909342041,662,0.926118002747459,662,0.843154366806963,662,0.658970660315921,662,0.559949625052465,662,0.276858315609068,662,0.53119594359865,662,0.535332489013866,662,0.525341629594428
661,1.21503090991919,661,1.18285532004689,661,1.09979393048713,661,1.0413742709179,661,0.99221165661466,661,0.90036674489716,661,0.819873612314593,661,0.644370057179478,661,0.548333509722739,661,0.273294409840411,661,0.519427297186273,661,0.524156871463217,661,0.513991393118938
660,1.18483831904939,660,1.15166563487875,660,1.07064430460471,660,1.01349349828346,660,0.965577985297883,660,0.875840557071521,660,0.797715534933702,660,0.630376275512777,660,0.537134444441371,660,0.270037765277683,660,0.508624900781156,660,0.513054025344159,660,0.50291834578782
659,1.15531651632436,659,1.12186573538957,659,1.04280477672345,659,0.986866695026275,659,0.939787841421419,659,0.852468255544291,659,0.776431302321252,659,0.617410412564397,659,0.526439055443633,659,0.266813541869408,659,0.497649338917965,659,0.503209270004403,659,0.492413365680625
658,1.1238912997577,658,1.08985530127993,658,1.01197243265133,658,0.957693533788513,658,0.911554649250421,658,0.827354752303791,658,0.753761186026026,658,0.602866336647133,658,0.514472346650918,658,0.263169671856796,658,0.48610769881813,658,0.491804090250418,658,0.480810709140232
657,1.09085299558336,657,1.05618344845812,657,0.98041332824409,657,0.927401616681412,657,0.882968718958281,657,0.8010697427617,657,0.7299057658345,657,0.587539636425543,657,0.502424575401201,657,0.259319443625132,657,0.473480257561283,657,0.4795537246613,657,0.468587054551714
656,1.05850128200483,656,1.02265187490966,656,0.94940102482352,656,0.897863500986253,656,0.854474182353681,656,0.774925841602044,656,0.706715300397208,656,0.572953381602743,656,0.49044781873066,656,0.255883164865321,656,0.461469175623617,656,0.467640022537485,656,0.456706977440925
655,1.02698670113393,655,0.990834266444639,655,0.919388172308657,655,0.869164220842761,655,0.82757737568002,655,0.750276415386833,655,0.684329880708726,655,0.558894061876625,655,0.479137136396267,655,0.252355130167967,655,0.44982627925354,655,0.456645485423891,655,0.445190537941838
654,0.995519031643433,654,0.959003523771195,654,0.88963702447546,654,0.840802159789009,654,0.800187222834858,654,0.725941555693265,654,0.662147774741398,654,0.545061511908621,654,0.467844421262225,654,0.248718042327511,654,0.438111452590166,654,0.445111429280707,654,0.433466322124511
653,0.964255822031673,653,0.927518584333301,653,0.860308825975686,653,0.813158310206081,653,0.772865866124325,653,0.70167221039275,653,0.640340833951254,653,0.53121243546767,653,0.456345336755083,653,0.245234166127452,653,0.425831627313434,653,0.433612638577231,653,0.42205581819329
652,0.933586935213067,652,0.896835017420037,652,0.83212933147972,652,0.786288626827735,652,0.747421521381087,652,0.678170230749129,652,0.619392785393361,652,0.51768704445266,652,0.445782271556725,652,0.242154573219818,652,0.414578481771422,652,0.423078349614095,652,0.410878242140251
651,0.903463034538773,651,0.867186718921692,651,0.804307923843527,651,0.759554171630306,651,0.722107762213672,651,0.655163322553283,651,0.598492942482688,651,0.504605513310521,651,0.435038447595567,651,0.238725886561616,651,0.403204926435338,651,0.411769492212838,651,0.399511271986158
650,0.87417093245073,650,0.837795360933336,650,0.777203021963001,650,0.73384730386912,650,0.69762004167185,650,0.633438084634925,650,0.578317052027221,650,0.491914194123504,650,0.424996061212089,650,0.23543737615964,650,0.39232813080416,650,0.400862144156528,650,0.388266175961169
649,0.844784699887284,649,0.808252641754327,649,0.749437022776398,649,0.707539871804987,649,0.672979895854855,649,0.610621430089595,649,0.558367802623639,649,0.478803849218487,649,0.414474671987466,649,0.231816432714077,649,0.380738216501767,649,0.389843390525594,649,0.377107633903515
648,0.816483493210233,648,0.780234155733687,648,0.723378468237639,648,0.683268213525646,648,0.649352566240333,648,0.589478194988044,648,0.538744730826271,648,0.466481720109745,648,0.404225665615809,648,0.22876677379789,648,0.369977470828598,648,0.379314794215831,648,0.366640061119978
647,0.788947453990144,647,0.753063406036902,647,0.698479994165325,647,0.65960273112375,647,0.626693714050899,647,0.569356349317448,647,0.520394065942352,647,0.454571606344006,647,0.394550327922576,647,0.225363780285677,647,0.359319363296817,647,0.369239961798459,647,0.355874400472391
646,0.761998543932519,646,0.726326868493679,646,0.673559056219171,646,0.635695466941218,646,0.604248121562585,646,0.548468165663297,646,0.502170455185016,646,0.442601731878687,646,0.385160308157213,646,0.222262975902269,646,0.348601140074872,646,0.359033835557953,646,0.345761928262631
645,0.735922033277168,645,0.700408920774898,645,0.649605922003126,645,0.613311353097835,645,0.582379696678597,645,0.529197550021658,645,0.484089329377549,645,0.430531950740354,645,0.375600107381096,645,0.219281844217607,645,0.338764557074166,645,0.348956598653245,645,0.335725614588855
644,0.710805818653347,644,0.675490375133441,644,0.626499487540871,644,0.591152876793837,644,0.561697649982161,644,0.510764352355104,644,0.467459073733249,644,0.419859329302252,644,0.366105861506833,644,0.216177506214604,644,0.328502754754268,644,0.339531947593082,644,0.325682978688948
643,0.686190932205078,643,0.651885889704173,643,0.604722014409907,643,0.570627235881413,643,0.541984409020278,643,0.492735611425926,643,0.451048656630032,643,0.409157886090981,643,0.357687273768606,643,0.213566820796268,643,0.319038538745432,643,0.330066084618841,643,0.315948899849957
642,0.663312913502995,642,0.628539565588661,642,0.583317132588429,642,0.550324103510528,642,0.523085131365618,642,0.47511048708086,642,0.435235782734264,642,0.39880169434926,642,0.349444896450152,642,0.210503091489551,642,0.309468843939124,642,0.320624162648699,642,0.30708170264438
641,0.640286726118715,641,0.606279646203589,641,0.562779069854317,641,0.530829501943971,641,0.504168498259581,641,0.458593264351698,641,0.420354750494277,641,0.389000351310577,641,0.341055451954767,641,0.207715329599309,641,0.300503949104209,641,0.312006705300168,641,0.297738724202668
640,0.618969549142578,640,0.585327646840608,640,0.543343776784262,640,0.511682826622825,640,0.486675686308098,640,0.44263547945971,640,0.405867927917676,640,0.379400329180667,640,0.333569154776298,640,0.204940617885455,640,0.291119190038527,640,0.302959700669829,640,0.289384013752368
639,0.597780041170841,639,0.564888329765174,639,0.524771313431067,639,0.494110484497633,639,0.469460574393379,639,0.427344937649867,639,0.391908200333737,639,0.369634797304336,639,0.325466616519895,639,0.202364325700603,639,0.282768826087439,639,0.295098227575703,639,0.280708442088281
638,0.578392300462778,638,0.545052976004801,638,0.506498637582339,638,0.477125978934576,638,0.453611873240003,638,0.412890252356552,638,0.37924210738782,638,0.360933896589831,638,0.318341372976296,638,0.199572126245877,638,0.274123398477176,638,0.286852151661428,638,0.27268296867722
637,0.559309654669112,637,0.526844780665283,637,0.489335921394985,637,0.461178626189609,637,0.437889463509275,637,0.398838526990391,637,0.366077054947642,637,0.351922710424435,637,0.311287463290115,637,0.197108444721209,637,0.26640409484934,637,0.279000211508361,637,0.264344645151746
636,0.541043046976715,636,0.508304418711077,636,0.472653461779052,636,0.445162651666677,636,0.422822448133944,636,0.385365806730219,636,0.353660361644914,636,0.343785546577997,636,0.304519818009529,636,0.194486827911157,636,0.25854290461095,636,0.271489844565248,636,0.256713391513498
635,0.523582014884801,635,0.491506575876873,635,0.457066769064514,635,0.430271795052105,635,0.408467059113819,635,0.372097834387033,635,0.342160325546523,635,0.335762767640302,635,0.297365806410725,635,0.192278837359915,635,0.251140241550242,635,0.263976545032497,635,0.249721679139456
634,0.507567735585171,634,0.476010098478543,634,0.442731823327757,634,0.416882083479944,634,0.395756840104611,634,0.360924388056343,634,0.331436259565049,634,0.328039360473198,634,0.291788739464953,634,0.189875348364646,634,0.244241197999589,634,0.257557199324328,634,0.242638436754508
633,0.491306179746234,633,0.460225186010112,633,0.428214874995059,633,0.402664165551947,633,0.382358418356361,633,0.349155894817945,633,0.321093479535746,633,0.320668550051002,633,0.285262147763981,633,0.187702504777386,633,0.237320232017856,633,0.250603761662653,633,0.235974999166374
632,0.47613676317936,632,0.44452057235234,632,0.414464857061328,632,0.389967049044846,632,0.370231640533613,632,0.337670756487758,632,0.310988620316212,632,0.313208015461994,632,0.279385509819462,632,0.185317120124154,632,0.230345017177484,632,0.244092816227026,632,0.229173455632435
631,0.461600585765267,631,0.43099954862255,631,0.401726297532626,631,0.377906002202491,631,0.358636309432624,631,0.327469154646015,631,0.30138436379078,631,0.306323736244631,631,0.273314712141214,631,0.182935495937427,631,0.223674982000004,631,0.238087785162011,631,0.222966631663677
630,0.44750465331552,630,0.41728841412004,630,0.389081759949554,630,0.365515798701333,630,0.347175788219605,630,0.316967736992809,630,0.292044606529577,630,0.29935127762163,630,0.267815566205825,630,0.181002899026032,630,0.217596363403015,630,0.23151189534052,630,0.216571923819859
629,0.434907187259286,629,0.404588086838185,629,0.376595989614037,629,0.354481838527909,629,0.336365202627317,629,0.30762251031735,629,0.28325924990446,629,0.292219496023428,629,0.262665052162524,629,0.17874522124639,629,0.211895615928723,629,0.226076228748212,629,0.211268515749016
628,0.422291075829693,628,0.391928496307072,628,0.366090285280368,628,0.344050930652905,628,0.326677949264267,628,0.298259886681706,628,0.275270458449467,628,0.286358106545078,628,0.257205148259621,628,0.176735041121095,628,0.206086584993803,628,0.221013376382063,628,0.205830204231963
627,0.4110038034267,627,0.381171450028506,627,0.35570344006728,627,0.334481268807022,627,0.317447499375882,627,0.289606696804476,627,0.267065734415349,627,0.280122200332721,627,0.252606101683089,627,0.174729980770523,627,0.201059843633872,627,0.215334191696387,627,0.200263825305504
626,0.400238014909785,626,0.370497198079216,626,0.34571900364067,626,0.324744874519175,626,0.308855329410706,626,0.282171123191412,626,0.260402080777641,626,0.274271258071759,626,0.247662231534597,626,0.172749431564735,626,0.195746903395923,626,0.210639208501857,626,0.195313957620683
625,0.389303809197175,625,0.359960975841067,625,0.336138289960543,625,0.315008575351288,625,0.299257116985247,625,0.273961725544557,625,0.252349067164596,625,0.268691144342158,625,0.2430549266656,625,0.170892613758482,625,0.190559711146762,625,0.20559250930232,625,0.190117545885066
624,0.378584851979967,624,0.349872531813061,624,0.326935003006245,624,0.306698371012161,624,0.291160788399762,624,0.266404668503362,624,0.245915922279114,624,0.26260458077887,624,0.238178443559305,624,0.168830346181334,624,0.186098224089997,624,0.200691627586129,624,0.185761171918171
623,0.368746210705156,623,0.340097604790936,623,0.317842082868838,623,0.298510433760832,623,0.283188736642839,623,0.259352977995451,623,0.239179316649424,623,0.257258366025295,623,0.233408520775746,623,0.167162227064992,623,0.181186331366716,623,0.196427730504409,623,0.180923344118122
622,0.35872528724274,622,0.331047081836506,622,0.309476946936357,622,0.29003554584698,622,0.275381178105612,622,0.25213622146155,622,0.233149490350549,622,0.251909193081751,622,0.229118963698604,622,0.165071899185017,622,0.176869842835002,622,0.191950407074116,622,0.176500424153562
621,0.350642728796519,621,0.322731154760863,621,0.301810900400839,621,0.282712041447901,621,0.268731513996461,621,0.246256700096662,621,0.227582319061748,621,0.246908434902733,621,0.225422327000181,621,0.163548743783925,621,0.172964489548787,621,0.188070882986137,621,0.172735714632711
620,0.342021618025636,620,0.314336447261919,620,0.294648792186754,620,0.275624431047572,620,0.261805595166651,620,0.240198208204382,620,0.221499153672674,620,0.242458932272331,620,0.221739075989184,620,0.161732195740185,620,0.168846231503783,620,0.184392814865221,620,0.168934527827958
619,0.334003355629255,619,0.306545368998066,619,0.287139923301388,619,0.268640495345581,619,0.255352028901166,619,0.233952730770393,619,0.216263618700845,619,0.237327251220964,619,0.217532540072382,619,0.159953105849733,619,0.165058422608725,619,0.180922794431053,619,0.165003157877641
618,0.325985090881773,618,0.299085761951388,618,0.280377306345321,618,0.262256986279872,618,0.249092813709615,618,0.228529159871899,618,0.211249021604781,618,0.232983381153781,618,0.213518696140251,618,0.157951029765936,618,0.161008673779564,618,0.177290852167534,618,0.161189066105902
617,0.318976241944892,617,0.291454114257503,617,0.27395452634426,617,0.256184601706877,617,0.243047768976177,617,0.222956423727501,617,0.20685438596111,617,0.22820831134075,617,0.210085758247481,617,0.156658512659126,617,0.157991139631209,617,0.173962201128681,617,0.157884225456153
616,0.312145496847966,616,0.284735199346117,616,0.267887512298565,616,0.250596847239107,616,0.237302349210534,616,0.218292278681177,616,0.202046730852945,616,0.223719869104974,616,0.206090329507143,616,0.155112582309166,616,0.154603087310277,616,0.170694302024191,616,0.154768379350763
615,0.305302297082688,615,0.27883804142411,615,0.261629009264599,615,0.244720435293542,615,0.232719207176995,615,0.213463298016168,615,0.197892938489817,615,0.219642046988207,615,0.20298030161125,615,0.153146015750563,615,0.151532809146513,615,0.167681729037991,615,0.151464306509392
614,0.299495910162731,614,0.272762856562773,614,0.25634628193684,614,0.239571378409927,614,0.22754957653577,614,0.208963127046485,614,0.193423312272363,614,0.215346729656734,614,0.199237685558757,614,0.151734306948922,614,0.14875333147857,614,0.164369705805812,614,0.148689822644074
613,0.292932056311712,613,0.267110645696455,613,0.250684853018435,613,0.234128175986513,613,0.222631365905266,613,0.204484610115076,613,0.189186259721438,613,0.211396070306422,613,0.196002520415299,613,0.14990513690526,613,0.145634856770971,613,0.161805230463537,613,0.145644956472169
612,0.28699513644723,612,0.261352168384731,612,0.245605577314713,612,0.229191270098564,612,0.2180081082714,612,0.200210502777597,612,0.185555875462671,612,0.207400851458093,612,0.192622036709442,612,0.148266279115609,612,0.142653033553502,612,0.158894200464692,612,0.143076821249917
611,0.281578647622377,611,0.255916948240637,611,0.240756090695687,611,0.224820794263489,611,0.213248797462252,611,0.196195613023174,611,0.181818725701582,611,0.20359214695927,611,0.189312093178322,611,0.1468225469195,611,0.139997519463493,611,0.156383801709922,611,0.14045531377795
610,0.276799311769209,610,0.251263073386957,610,0.236269169452274,610,0.220550379770317,610,0.209431536694113,610,0.192693516934175,610,0.17871342190379,610,0.200320233627044,610,0.186535478753887,610,0.145393149421309,610,0.137770465929739,610,0.154183671385259,610,0.138226664790432
609,0.272152404994556,609,0.246791580481222,609,0.231899874650197,609,0.216734515500874,609,0.205564541521662,609,0.189262179680528,609,0.175559886474275,609,0.196750851211678,609,0.183945572875249,609,0.144186806797913,609,0.135457874995212,609,0.152087722702204,609,0.136046925811303
608,0.267044812515167,608,0.241912278671288,608,0.22765655625408,608,0.212599933428395,608,0.201474352136329,608,0.185691379288643,608,0.172416147999655,608,0.193252614014403,608,0.180807493316743,608,0.142568915106442,608,0.133236717192015,608,0.149691879667493,608,0.133785139222069
607,0.262040555311108,607,0.237313704707849,607,0.223338649677274,607,0.208386501530604,607,0.197506429213551,607,0.182088909166784,607,0.169191231410527,607,0.189640977191315,607,0.177517520882025,607,0.140991874139366,607,0.130642501074103,607,0.147228988253944,607,0.131370610896031
606,0.257918864929811,606,0.23305066720271,606,0.219562171615583,606,0.204773255736602,606,0.194172430065415,606,0.179268682270958,606,0.166576634551394,606,0.18652895585749,606,0.174936727678203,606,0.140035540379268,606,0.128955532813521,606,0.145790070581208,606,0.129587417496165
605,0.2539608680701,605,0.229556276456541,605,0.216146761975651,605,0.201475957613658,605,0.191269802091199,605,0.176367096912533,605,0.16396114533182,605,0.183535129671631,605,0.17261640330508,605,0.138626134318528,605,0.127043456576225,605,0.143859804107156,605,0.12773505174964
604,0.250353759990945,604,0.226120580481587,604,0.212897617653598,604,0.198580616700141,604,0.188398867983733,604,0.173975068128163,604,0.161723292655475,604,0.180832772929432,604,0.170302126306997,604,0.137536186081088,604,0.125511815712299,604,0.142294529042409,604,0.126221016773092
603,0.246746802997714,603,0.222507598322335,603,0.209587156444351,603,0.195411821970388,603,0.185313510839598,603,0.171172283593401,603,0.159351106102539,603,0.177948868597452,603,0.167769865084642,603,0.136206578071871,603,0.123842039708707,603,0.140763618064086,603,0.124658430277846
602,0.242953416288207,602,0.218950138472886,602,0.206334333332633,602,0.192213107251547,602,0.18234862473037,602,0.168401776404537,602,0.156889112967073,602,0.175061868980503,602,0.165390196643808,602,0.135100983508306,602,0.121956066705326,602,0.13895845097414,602,0.122781176865782
601,0.239303931277405,601,0.215654256736732,601,0.203290353713435,601,0.189363133360184,601,0.179760272322199,601,0.166024153599207,601,0.154723058233863,601,0.172338458400642,601,0.163186295803084,601,0.133898965733205,601,0.120497402459583,601,0.137389328069851,601,0.121337713532339
600,0.236040476946737,600,0.212297304094462,600,0.200223843057724,600,0.186471009792437,600,0.176998888746955,600,0.163595184021414,600,0.152572277338014,600,0.169828354137786,600,0.160993710096436,600,0.132795497371119,600,0.119118638092307,600,0.135849991254452,600,0.119847792105788
