1-heat,,2-heat,,3-heat,,4-heat,,4-heat-3,,5-heat,,6-heat,,7-heat,,8-heat,,9-heat,,10-heat,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
1068,0.00354848745385912,1068,0.000500949319375045,1068,-6.42959856631685E-05,1068,0.00718936626675887,1068,0.00510962190339385,1068,0.00082169856288958,1068,0.000720226795460114,1068,0.00098753262264371,1068,0.00410792628414778,1068,0.00447340512569419,1068,0.00333672495377955
1067,0.00519493868289259,1067,0.00142393741733325,1067,0.00153188622877728,1067,0.00507405418365898,1067,0.00524241109328205,1067,-9.29724458719136E-05,1067,-0.00152366432105242,1067,0.000585391349320083,1067,0.00332829938069927,1067,0.00399194190737803,1067,0.00288471389073355
1066,0.0039871610580525,1066,0.00107256237291054,1066,7.11869963093207E-06,1066,0.00689751817206386,1066,0.00611935644521571,1066,0.000835340582800904,1066,-0.00188026701326455,1066,0.000584665565177579,1066,0.00167556522009349,1066,0.00352656540063611,1066,0.0022446162073142
1065,0.00375502663312134,1065,0.000785417024998466,1065,-0.000301984234452929,1065,0.00541536773237624,1065,0.00397477811924992,1065,0.000993318373175072,1065,-0.000524805535639676,1065,-0.000416512524857505,1065,0.00386561976374414,1065,0.00398778805168688,1065,0.00202761072297943
1064,0.0036401283973761,1064,0.000862703720571393,1064,-0.000884554008025828,1064,0.00564891605925777,1064,0.00611310820662639,1064,0.00138641097127402,1064,-0.000134741446908594,1064,-0.000185355744819879,1064,0.00302772032916861,1064,0.00291820033232363,1064,0.00241036987793793
1063,0.00433319011135089,1063,0.00196049156947233,1063,0.000116683732778089,1063,0.00713094411551744,1063,0.0041289630387259,1063,0.000898550742829586,1063,-0.00169821189800199,1063,0.000991113033164419,1063,0.00276501771620225,1063,0.00406635229157466,1063,0.00304956507905887
1062,0.00409935507880483,1062,0.00073793661764647,1062,-0.000471179563947907,1062,0.00682795925212259,1062,0.00605367567508984,1062,0.00169651046751601,1062,-0.000852932899579274,1062,0.000447021795365397,1062,0.00238246657469506,1062,0.00440928029617326,1062,0.00345576994579561
1061,0.003431452165035,1061,6.36323715813517E-05,1061,0.000234642020090529,1061,0.00658171292253406,1061,0.00557003881592316,1061,-3.13726604261053E-05,1061,-0.00171497178862848,1061,0.00180182371815696,1061,0.00310678893472565,1061,0.00457340331050057,1061,0.00172956755336025
1060,0.00352291183267954,1060,0.00137776346798069,1060,-0.00133800159032149,1060,0.00570866042060757,1060,0.00455639964027813,1060,0.000877877388379753,1060,-0.00200355298848504,1060,-0.000500294582335701,1060,0.00358557478007233,1060,0.00420517427437552,1060,0.00280292401480702
1059,0.00344517641039763,1059,0.000928226638010525,1059,-0.000488452297030789,1059,0.00553726491925238,1059,0.00487780313885992,1059,0.000291263018772723,1059,-0.000671532060384427,1059,0.000115984624388775,1059,0.00253314488498272,1059,0.00409891084411443,1059,0.00141960028518025
1058,0.00366161239624952,1058,0.00149154514266691,1058,0.000248498718597998,1058,0.00534761817607625,1058,0.00509008286909807,1058,0.00179303797411874,1058,-0.00152485090369029,1058,0.000100578632577005,1058,0.0024424400675799,1058,0.00499135347248847,1058,0.00213950770657763
1057,0.00259451936556212,1057,0.00110430035448456,1057,0.00111927484365539,1057,0.00539285326436178,1057,0.00505284065663448,1057,6.74122931928916E-05,1057,-0.00113072722590034,1057,0.00109814980401624,1057,0.00333088181451858,1057,0.00489602365051459,1057,0.00153682196986968
1056,0.00375936104020289,1056,2.94592310725382E-05,1056,-0.000708696979055256,1056,0.00646327944862065,1056,0.00489759442006849,1056,0.00171657311569844,1056,-0.00092790011960705,1056,0.00126268756502163,1056,0.00287507235905445,1056,0.00355845713458716,1056,0.00176431658964749
1055,0.00289805603896277,1055,-2.6972341400312E-05,1055,-0.000388581580237088,1055,0.00627286031645907,1055,0.00419364764270168,1055,0.000219516708093393,1055,-0.00239395095916112,1055,0.000883428230070906,1055,0.00229894958351215,1055,0.00399447604011075,1055,0.00273498160370723
1054,0.00238918194468556,1054,-0.000202174118863935,1054,0.000560715368895317,1054,0.00533548465195669,1054,0.00437044910316315,1054,0.000468581635851336,1054,-0.00264307821952101,1054,0.000620048953920741,1054,0.00352653930361315,1054,0.00345143856758286,1054,0.00201824826577379
1053,0.00388379785853521,1053,-0.000191824427299057,1053,7.45320979012936E-05,1053,0.00495278439680738,1053,0.00453604843024807,1053,0.000207629204154582,1053,-0.00153604589334199,1053,0.000356751586440353,1053,0.00301236709924287,1053,0.0039974020674329,1053,0.00182308699405555
1052,0.00341561502926067,1052,-0.000255678090773003,1052,0.000862444346243075,1052,0.00600527462243888,1052,0.00383106781050998,1052,0.00101879734866062,1052,-0.000967935890506189,1052,0.00100239930297849,1052,0.00317408549344561,1052,0.00392587679871568,1052,0.00213110532801957
1051,0.00322170260881072,1051,0.000341725646537419,1051,0.000288931724900328,1051,0.00603178429225536,1051,0.00449027477171988,1051,0.00111603075972876,1051,-0.00145968724022719,1051,0.000843743865377692,1051,0.00346766841188477,1051,0.00414840660996758,1051,0.00266923764136674
1050,0.00270393170931838,1050,0.000593945325244375,1050,-4.10014383021937E-05,1050,0.00625035387442357,1050,0.00487675600624611,1050,0.00113012323631477,1050,-0.00101716191489519,1050,-0.000186908237401936,1050,0.00343779239939253,1050,0.00550132135313388,1050,0.00140513483419474
1049,0.00371998741245744,1049,6.39171590499558E-05,1049,0.000299034088730326,1049,0.00535760303657585,1049,0.00441427499792403,1049,0.00119830821411375,1049,-0.00128091421451847,1049,0.0011144217030916,1049,0.00279620224424369,1049,0.00443985086304986,1049,0.000876424843387357
1048,0.0028663430487845,1048,0.000493796605207321,1048,0.000868591559493676,1048,0.00573774877589168,1048,0.00480330595341261,1048,0.000230808843244288,1048,-0.00206492522259744,1048,0.000899640206621739,1048,0.00236096767765842,1048,0.00406901750671695,1048,0.00248945633082414
1047,0.00365072668926921,1047,0.00110391107655642,1047,-0.000596520569624195,1047,0.00629240011047115,1047,0.00499708806747873,1047,0.000209390295317538,1047,-0.000786996516511636,1047,0.000483974772989009,1047,0.00366364860194817,1047,0.00304883516513755,1047,0.000385380031430924
1046,0.00213992392769794,1046,-1.80162602537539E-05,1046,-0.000290291752394675,1046,0.00564220254462295,1046,0.0048743214326779,1046,0.000227208795798721,1046,-0.00155038744000328,1046,0.000945711462646907,1046,0.002316749926343,1046,0.00410672421466351,1046,0.00237744312937646
1045,0.00358536597556333,1045,0.000397946053467717,1045,-0.00140338993296841,1045,0.00545473809372051,1045,0.00411453772578508,1045,0.000313229602185254,1045,-0.00233890750408753,1045,0.000660931374214295,1045,0.00170885460379011,1045,0.00279651488242811,1045,0.00201055039660328
1044,0.0030300403041545,1044,-0.000217232479595299,1044,-0.00134264670666855,1044,0.00505629760518244,1044,0.00420078314052169,1044,-0.000305450529258528,1044,-0.00147248341038523,1044,0.000703347388231375,1044,0.00243148075102283,1044,0.00282045842535251,1044,0.00158989772008786
1043,0.00370881305436521,1043,0.000968671092238151,1043,-0.000281806745299316,1043,0.00554190555271127,1043,0.00315432044769598,1043,0.000510201374396171,1043,-0.00236671330189185,1043,-0.000258420379834826,1043,0.00155355195171401,1043,0.00390973430239912,1043,0.00174404381474611
1042,0.00356302447314087,1042,0.000161998714074721,1042,0.000261371599144278,1042,0.00511161252459335,1042,0.00425170211054714,1042,0.00013581902527431,1042,-0.00228911008024648,1042,-0.000829318903589843,1042,0.00211492535416958,1042,0.00330704053430164,1042,0.00219897934243756
1041,0.003203291429259,1041,-0.000204554513036472,1041,-0.000159066027743397,1041,0.00497386211622372,1041,0.00421387826020159,1041,1.30726107485244E-05,1041,-0.00159026270476881,1041,-1.98281990883009E-05,1041,0.00293112652887197,1041,0.00354838306050731,1041,0.00125944240966074
1040,0.00251697596261174,1040,-0.000239482709817465,1040,-0.000385322853017119,1040,0.00563701013182152,1040,0.00372385150972697,1040,0.000373617527895001,1040,-0.00101819493013421,1040,0.000128102662445584,1040,0.00212813982145819,1040,0.00293852799204631,1040,0.00161852962370791
1039,0.00268788666072612,1039,-0.000931568066387025,1039,-2.8266557506643E-05,1039,0.00484309203804793,1039,0.00431282321376065,1039,0.00106244199978796,1039,-0.00106462642776248,1039,0.000718463631608796,1039,0.00230581980481802,1039,0.00388813355099449,1039,0.00155147365804253
1038,0.00290931379536544,1038,0.000580336806375045,1038,-0.000158237979306518,1038,0.00465236138202318,1038,0.00438276488336416,1038,9.23968490324196E-05,1038,-0.00200082169673265,1038,-6.53312698798383E-05,1038,0.00159834159704082,1038,0.00351354318102196,1038,0.00161281348488293
1037,0.00351317783379818,1037,-3.72741947713103E-05,1037,-0.000508413342450201,1037,0.00515208173640982,1037,0.00375941326223869,1037,0.000556697878749802,1037,-0.00187954533680283,1037,0.000399060171937659,1037,0.00178861917595038,1037,0.00318344682506425,1037,0.000575049039794485
1036,0.00325291994755102,1036,0.00045738696970144,1036,-0.000159169533686998,1036,0.00514867641470312,1036,0.00378280936586558,1036,-0.000161705421599359,1036,-0.00175209908902269,1036,0.000405978134315976,1036,0.00232182471913154,1036,0.0030085614589603,1036,0.00131188709080346
1035,0.00304062371805297,1035,0.000853158847327827,1035,-0.000701253912067421,1035,0.00609271017112472,1035,0.00400910637386444,1035,-0.000269751541606751,1035,-0.00242957873740664,1035,-0.000552314071989796,1035,0.00301523438449726,1035,0.003180656657763,1035,0.00192975700833833
1034,0.00295299248314995,1034,-0.000442838381853431,1034,-0.00124699890195162,1034,0.00541269424204307,1034,0.00457567923687819,1034,-0.000289050054394008,1034,-0.00234431432642292,1034,-0.00100140812803806,1034,0.00148860997485325,1034,0.00249898516395189,1034,0.00112293419940862
1033,0.00307975330792585,1033,0.000241635065012318,1033,-3.05961367788985E-05,1033,0.00494699802174702,1033,0.00353400311609297,1033,0.00056087088539004,1033,-0.0022578485939214,1033,2.69214904962977E-06,1033,0.00212332741969339,1033,0.00336779403684767,1033,0.00122322812107304
1032,0.00405185067226759,1032,-0.000325626919968235,1032,-0.000503552446983091,1032,0.00493966697853858,1032,0.00347147807737945,1032,-0.000462646373426706,1032,-0.00219207367116411,1032,-0.00023229031822386,1032,0.00272088905268766,1032,0.00353624750437157,1032,0.00158332460028779
1031,0.002284402769058,1031,0.000367943658812147,1031,-0.000875667262437015,1031,0.00513348376623949,1031,0.00330743179201333,1031,0.000174247517902574,1031,-0.00254864286431055,1031,6.83961138025679E-05,1031,0.00156007266266275,1031,0.00300006405375952,1031,0.000386805025961343
1030,0.00272219148739252,1030,2.38157438453011E-05,1030,-0.000582406001481556,1030,0.00463917454254043,1030,0.00419228851355184,1030,-0.000235446706179673,1030,-0.00222370044515148,1030,-0.000234929267103265,1030,0.00202274742140646,1030,0.00235516367845597,1030,0.00157820646917612
1029,0.0025630628842945,1029,-0.00110211920908012,1029,-0.00170300787122528,1029,0.00505611428146245,1029,0.00414477394115086,1029,-2.14330528858294E-05,1029,-0.00309196995033672,1029,3.13231512211097E-05,1029,0.00196907267291622,1029,0.00300639799339348,1029,0.00123026306194898
1028,0.0030042084729494,1028,-0.000164086037592986,1028,-0.000338301352713811,1028,0.00545064886212992,1028,0.00398914654100003,1028,-0.000277978090259696,1028,-0.00163044377640775,1028,-0.000512757075346524,1028,0.0024027952032308,1028,0.00263496304059395,1028,0.00117884053168513
1027,0.00269768032119843,1027,-0.000656024199816157,1027,-0.000844252192529712,1027,0.00490002912410457,1027,0.00367832000726512,1027,-0.000335714763827026,1027,-0.00256439209411384,1027,0.000493433789512025,1027,0.00171982168866371,1027,0.00340309183820887,1027,0.00214837850554922
1026,0.00297121060878133,1026,0.000196777932350364,1026,-0.000318125550836167,1026,0.0057309814282583,1026,0.00387972339182009,1026,-0.000722135526927178,1026,-0.00193227610930368,1026,-0.00056891142498204,1026,0.00266314302374402,1026,0.00276738839115243,1026,0.000792133678659056
1025,0.0023105041089307,1025,-0.000333024695042714,1025,-0.000571910255996501,1025,0.00489845834574475,1025,0.0028525328565816,1025,-0.000123769062440947,1025,-0.00224105813534216,1025,0.00014964667613099,1025,0.00187637972912512,1025,0.0033829250416269,1025,0.00171264887196299
1024,0.0023835337389556,1024,0.000337192059865194,1024,-0.00118943488913625,1024,0.0037991038254581,1024,0.00276889937754348,1024,-5.07335344931234E-05,1024,-0.00265836092137818,1024,0.000193437141918143,1024,0.00213027290308088,1024,0.00301179364446362,1024,0.00158542902702543
1023,0.00297386911161149,1023,-0.00095114714559539,1023,-0.000638034387782404,1023,0.00480987564114939,1023,0.00393765754287004,1023,2.63786028083324E-05,1023,-0.00305002172678675,1023,-0.000197154549257711,1023,0.00265275111658493,1023,0.0031637595789668,1023,0.00146788254028114
1022,0.00297770051196456,1022,-0.000157565188789036,1022,-0.00109494108962941,1022,0.00504865045286145,1022,0.0036383533392913,1022,6.96129476396037E-05,1022,-0.00178834671041913,1022,-0.000533647755202829,1022,0.00200706559529015,1022,0.00300290519221159,1022,0.00133502188145214
1021,0.00235029670752771,1021,-0.000370684141812083,1021,-0.00120156784930669,1021,0.00499855446008987,1021,0.00362222152633442,1021,-0.00039116785427762,1021,-0.00229956440800362,1021,-0.00041604702383348,1021,0.00254660642771302,1021,0.0025939464622552,1021,0.00140383634330996
1020,0.00281477855363013,1020,0.00027424486126567,1020,-0.000746220499142846,1020,0.00496184376327971,1020,0.00359635444922113,1020,-0.000319936238006859,1020,-0.00209496405315025,1020,-0.00042106406413559,1020,0.00224373152467214,1020,0.00326757748389228,1020,0.00151370240350305
1019,0.00259504018740605,1019,-0.00036085575496567,1019,-0.00109860762589875,1019,0.00454332034695275,1019,0.0036261369598469,1019,-0.000217232479595299,1019,-0.00232824814289201,1019,-0.000555985192237863,1019,0.00256793224020886,1019,0.00303744345327309,1019,0.001353016459571
1018,0.00325539761023185,1018,-0.000507327402437772,1018,-0.000645840403491236,1018,0.00447787747964404,1018,0.00312365772424464,1018,-0.000259610424417392,1018,-0.00215936277684104,1018,1.70074141968766E-05,1018,0.00196491211673863,1018,0.00256730729308045,1018,0.000441087844409917
1017,0.00228708309360042,1017,0.000122406106714483,1017,-0.00133376932994985,1017,0.0055472279221905,1017,0.00357834498238869,1017,-0.00153310530188556,1017,-0.00262815519707566,1017,-0.000441545400601202,1017,0.0020883415612926,1017,0.0027694725116877,1017,0.000793067275807647
1016,0.00249052375801652,1016,-6.52795057276183E-05,1016,-0.000296862345217105,1016,0.00488934794329078,1016,0.00365195360183219,1016,-0.000259869129329924,1016,-0.00196222103879035,1016,-0.000188460724434246,1016,0.00190828050957125,1016,0.00246839470647787,1016,0.00176636991065248
1015,0.0020411346286115,1015,-0.000615546074761493,1015,-0.00126196945776458,1015,0.00522129413753833,1015,0.00288054455346997,1015,-0.000301001250293704,1015,-0.00259861639236726,1015,-0.000546936600395252,1015,0.00224615139617597,1015,0.0028818474670651,1015,0.0014467405372016
1014,0.00268074993023587,1014,-0.000200207696445768,1014,-0.00153924440881052,1014,0.00514891216688407,1014,0.00374489577805866,1014,-0.00066186555897176,1014,-0.0022816940498526,1014,-0.00108662671664485,1014,0.00199557115038223,1014,0.00325036405770244,1014,0.00103750536891416
1013,0.00224399172526214,1013,-0.00066336465617462,1013,-0.000701977549178193,1013,0.00538077089375624,1013,0.0038046921302723,1013,-0.000149802145884559,1013,-0.00184547053311367,1013,5.83508923732179E-05,1013,0.00213477321940963,1013,0.00288393213694771,1013,0.00130778475376388
1012,0.00203973020343068,1012,-0.000987513330267869,1012,-0.00059300489591711,1012,0.00507756368184816,1012,0.00411905865093421,1012,-0.000326765047412573,1012,-0.00196510718796146,1012,0.000364653366862848,1012,0.00277819987505939,1012,0.0029099652948307,1012,0.00157581629662794
1011,0.00268877224860129,1011,0.000155214113058272,1011,-0.00038640909814065,1011,0.0051318335622851,1011,0.00404983877414552,1011,0.000416083221225762,1011,-0.00168464880533003,1011,0.000429842063720614,1011,0.00261910283762256,1011,0.00363211458975961,1011,0.00156932132896962
1010,0.00300613733561892,1010,6.19495403517309E-05,1010,-0.000673909883374539,1010,0.00502733341717982,1010,0.00433674591926128,1010,-0.000251331785846292,1010,-0.00181113527336723,1010,0.000402454364428315,1010,0.00275832258320115,1010,0.00342759066847597,1010,0.00154609611932776
1009,0.00292987558981075,1009,0.000238242129153965,1009,-0.000348440632596109,1009,0.00538234341754079,1009,0.0042737915080805,1009,0.000386157300595162,1009,-0.00152799791150695,1009,0.000225266336550388,1009,0.00194866032610182,1009,0.00331768286965933,1009,0.0020601468311849
1008,0.00300790981157102,1008,-2.21060543263112E-05,1008,-0.000855671419966739,1008,0.00553422362704711,1008,0.00428725482805594,1008,3.88565766592275E-05,1008,-0.00170192491415909,1008,0.000643302464848747,1008,0.0024268992659787,1008,0.0028262165362722,1008,0.00197710785985433
1007,0.00311964252790902,1007,-5.36324146071444E-05,1007,-0.000507379113928508,1007,0.00544372871176718,1007,0.00412033915273717,1007,0.000365611953282648,1007,-0.0015654507128734,1007,-0.000249831265711488,1007,0.00233822060881002,1007,0.00318475064770556,1007,0.00193493128726098
1006,0.00215542844861499,1006,-0.00010813811148713,1006,-0.000524081603258043,1006,0.00502248878226394,1006,0.00409655902097126,1006,-9.60780860467015E-05,1006,-0.00172131459391183,1006,0.000447669611513917,1006,0.0026359006076697,1006,0.00339325616842585,1006,0.00185792150501463
1005,0.00278570294257679,1005,-0.000904858505954109,1005,-0.000964629850519008,1005,0.00496338858740516,1005,0.00390283866162947,1005,0.000204883988054763,1005,-0.00167557212650492,1005,0.000351414727563134,1005,0.00200675352489493,1005,0.00283869704779419,1005,0.00208082452164018
1004,0.00286949600329668,1004,-3.91895878034668E-05,1004,-0.000990354310204581,1004,0.00547552561632565,1004,0.00397258371122736,1004,-6.21736453035618E-05,1004,-0.00259763859270146,1004,0.000290226886617783,1004,0.00235643899001709,1004,0.00227225043715205,1004,0.00164438310031258
1003,0.00282116190087335,1003,-0.00012718502317209,1003,-0.000566584731481216,1003,0.00472562889355163,1003,0.00387951444583947,1003,0.000228270677194052,1003,-0.00206116378183515,1003,0.000481279638870974,1003,0.00184240160539334,1003,0.00310634571415959,1003,0.00132357117447223
