1-heat,,2-heat,,3-heat,,4-heat,,4-heat-3,,5-heat,,6-heat,,7-heat,,8-heat,,9-heat,,10-heat,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
934,0.00446446055596068,934,0.00281470039077596,934,0.00159743224855781,934,0.00757907458861836,934,0.00717686537079708,934,0.0025463720839421,934,0.000935256801874133,934,0.0027544410163922,934,0.00574588022454004,934,0.00594213038243708,934,0.00405793868050047
933,0.0042273135837724,933,0.00270270747205936,933,0.00211401492339408,933,0.00751464761538299,933,0.00690482973773721,933,0.00288015368015365,933,0.000728264839012832,933,0.00266298675262191,933,0.00506590911431578,933,0.00550766566136961,933,0.00368406339700337
932,0.00457497291362256,932,0.00201866437069709,932,0.00167587705259782,932,0.00740538593741747,932,0.00632491585613959,932,0.00271502814485156,932,0.000737988477629888,932,0.00256118806662789,932,0.00501183077567584,932,0.00597955391525279,932,0.00374001320808078
931,0.00454980762720799,931,0.00252439640780126,931,0.00246490622947599,931,0.00799824124646407,931,0.00760736647577314,931,0.00300965622877549,931,0.00070676988782475,931,0.00315791876635927,931,0.0050899519133888,931,0.00586823756103148,931,0.00379382894950238
930,0.00485406002725332,930,0.00212332741969339,930,0.00235893757046216,930,0.00816599487635432,930,0.00750832659567815,930,0.00351565698170706,930,0.00112874770741146,930,0.0030258695714937,930,0.0059332079965636,930,0.00577082636053188,930,0.00436192500970873
929,0.00493170770031145,929,0.0024644636635011,929,0.00256181300495082,929,0.00845159670704878,929,0.00714386473426734,929,0.00357450827943223,929,0.00137529649410425,929,0.00271844048601669,929,0.00572982731748191,929,0.00600102272697439,929,0.00400105962930847
928,0.00444942258639318,928,0.00241760628850863,928,0.00256074540252657,928,0.00771860254345151,928,0.00741510223987865,928,0.00296568514515709,928,0.00119358397632209,928,0.00313815445633827,928,0.00536596324070343,928,0.00625090536023027,928,0.00407497510558979
927,0.0046382849685792,927,0.0029571625159934,927,0.00217915455891974,927,0.00833405081653217,927,0.00727840937267049,927,0.00300963016279544,927,0.00107043448000718,927,0.00326249162787118,927,0.00555430703685655,927,0.00578903191100024,927,0.00403293397237959
926,0.00523185248706242,926,0.00300566815201895,926,0.00285581599455977,926,0.0079848996898745,926,0.00726087830814022,926,0.00333461202381197,926,0.0015338605184829,926,0.00299524198058153,926,0.00582376623087156,926,0.00615745164291262,926,0.00433692893957388
925,0.00500161818920266,925,0.00297264411318764,925,0.00302136001187098,925,0.00828059300469403,925,0.00690340949592309,925,0.00339202998648271,925,0.000822165392991712,925,0.00290196494908609,925,0.00593449385851667,925,0.00610074325993866,925,0.00433052327452361
924,0.00528247325159326,924,0.00309302323652113,924,0.00289151520804776,924,0.00820076155503024,924,0.00793156392474294,924,0.00335832438309931,924,0.00097123953306863,924,0.00299214024288747,924,0.00567920683955188,924,0.00595766626824399,924,0.00478618858843068
923,0.0047621364281536,923,0.00255517308125142,923,0.00288961291316541,923,0.00790317182667231,923,0.00768168755851243,923,0.00322605777534849,923,0.00140591393058913,923,0.00323774131209699,923,0.0058047984294197,923,0.00624444514187015,923,0.00422357569910159
922,0.00495948726248631,922,0.00241487309768395,922,0.00219879722088513,922,0.00822223493052411,922,0.00718889254203657,922,0.0030480270475842,922,0.00149048016798131,922,0.00307957081664581,922,0.00546399143298656,922,0.00597207419957778,922,0.00419011914314463
921,0.0054448558499528,921,0.00321552199833473,921,0.00270450475773176,921,0.00811693586130164,921,0.00703445950984542,921,0.0029571625159934,921,0.00134366853372498,921,0.0030898686588015,921,0.00599553731839429,921,0.00578263102528465,921,0.00442740270783499
920,0.0053967846938733,920,0.00304883516513755,920,0.00262894703335322,920,0.0082495134520522,920,0.00748657245602712,920,0.00330751004359796,920,0.00139866838806297,920,0.00307271441411632,920,0.0056959660231967,920,0.00600264999069181,920,0.00425996262946895
919,0.00515454406258548,919,0.00278742241380653,919,0.00252348511822955,919,0.00793873473892483,919,0.00726253662177779,919,0.00344744643194398,919,0.00118338291286467,919,0.00270046738728584,919,0.00563538423754578,919,0.00602291255923351,919,0.00437745676542051
918,0.00493149824759109,918,0.00237851028129326,918,0.00218919692145862,918,0.00778978011890529,918,0.0072349252086256,918,0.00289294844942191,918,0.000660049911750457,918,0.00289253150598885,918,0.00544341416209794,918,0.00594328505753443,918,0.00384864378183454
917,0.00521980079368573,917,0.00297790902451822,917,0.00264301055720106,917,0.0081988358619306,917,0.00741628716968434,917,0.00372173669547576,917,0.00123137931765558,917,0.00320029251501016,917,0.00571747327834635,917,0.00638451686722438,917,0.00447829594786699
916,0.00649733200514646,916,0.00405185067226759,916,0.00402044522152899,916,0.00961112962586042,916,0.00865155586010665,916,0.00484306586179404,916,0.00234545581728689,916,0.00407892075333827,916,0.00679771971806415,916,0.00726848554502339,916,0.00571500775846184
915,0.00641966664797628,915,0.00415504480270279,915,0.00395314800989147,915,0.00960342831447789,915,0.00885070887701877,915,0.00477498676372982,915,0.00285216806500498,915,0.00455150793846378,915,0.00749202405698381,915,0.00759187683438991,915,0.00587209458125655
914,0.00571579462498938,914,0.00381699187688103,914,0.00341509322242369,914,0.00948305683640368,914,0.00834402541112599,914,0.00425295686279455,914,0.00241364967498301,914,0.00395084922101947,914,0.0070874220895738,914,0.00706437349656205,914,0.00564763104256613
913,0.00578887451103977,913,0.00338475123302803,913,0.00305621256587413,913,0.0088364693104696,913,0.00844660814564867,913,0.00449963836192289,913,0.00213308234364358,913,0.00399452829042577,913,0.00638816831890652,913,0.0072059732766509,913,0.00520201205743274
912,0.00605018452929072,912,0.00366252607711298,912,0.00304234419887066,912,0.00929212916203127,912,0.00819158161527919,912,0.00430861399972388,912,0.00176894307346574,912,0.0034810806701905,912,0.00630692420974858,912,0.00682748592145579,912,0.00522428084064843
911,0.00558073675120415,911,0.00342464238678552,911,0.00360491573302788,911,0.00974405831315953,911,0.0082652904003113,911,0.0042323846116072,911,0.0022236705285299,911,0.00387964503706558,911,0.00651953592025449,911,0.0075583441802633,911,0.00465066067586984
910,0.0055507674650996,910,0.00361230258608728,910,0.00377137227381059,910,0.009062825371481,910,0.00866840373286351,910,0.00408508753287304,910,0.0022049373610564,910,0.00423233233266765,910,0.00635026301682988,910,0.00717752330371904,910,0.0053897081463765
909,0.00589838620310575,909,0.00328562623315436,909,0.00340697920678152,909,0.00908772486958806,909,0.00855935306133721,909,0.00450235854887507,909,0.00172683868919979,909,0.00408613275842195,909,0.00627280779131587,909,0.00698310802425222,909,0.00521723330222345
908,0.00616488203990147,908,0.00342826903700707,908,0.00322876999693728,908,0.00913353627427126,908,0.00845919843460738,908,0.00443357443767232,908,0.00213792086721589,908,0.00402088937596504,908,0.00726285249176001,908,0.006966167575114,908,0.00575159856025246
907,0.00571288322595868,907,0.00308601019819882,907,0.00303019670740844,907,0.00953928249084269,907,0.00832106835400535,907,0.00386703010594135,907,0.00160392763663775,907,0.00331343112106537,907,0.00692347741757167,907,0.00643185677293787,907,0.00500258706530063
906,0.00475192971157365,906,0.003166132431527,906,0.0024447829502302,906,0.00799302058855316,906,0.0072788042246151,906,0.00331903926447154,906,0.00119685459701204,906,0.00316443753551824,906,0.00597564345133958,906,0.00609772427122468,906,0.00419822166627697
905,0.00554979736528441,905,0.00356109313554835,905,0.00337149847549143,905,0.00879758367042319,905,0.00784467993821264,905,0.0040493423331854,905,0.00205642755233872,905,0.00356928832983779,905,0.0064704523346161,905,0.00673740470992067,905,0.00515522513399245
904,0.00705416514988649,904,0.00450656964112627,904,0.00455744600076077,904,0.0102583687847732,904,0.00916705858645576,904,0.00500805994655076,904,0.00255892267274564,904,0.00502458375289288,904,0.00762459539935054,904,0.00802656045408441,904,0.00613970322326552
903,0.00709060583841312,903,0.0041969147974826,903,0.00423708974193666,903,0.00963947480384397,903,0.00915880995417105,903,0.0054076880446036,903,0.00278565083749429,903,0.00484924350146236,903,0.00735117348656805,903,0.0077226868352117,903,0.00603152181234539
902,0.00638204755758829,902,0.00363475103783257,902,0.00341783271531234,902,0.0097961609399157,902,0.00883982441675945,902,0.0050145279860378,902,0.00244644900780447,902,0.0044286318165288,902,0.00728325291466504,902,0.00739235221452339,902,0.0056434088716353
901,0.00594058207292023,901,0.00415797191204889,901,0.00418463042303711,901,0.00951171116625467,901,0.00837941332099377,901,0.0046623041051237,901,0.00238231040453542,901,0.00428498041266476,901,0.00690175255301007,901,0.00705895357128277,901,0.00534515475498503
900,0.00630020051570426,900,0.00367228952978464,900,0.00351638768063311,900,0.00940342730639658,900,0.00809675997144303,900,0.00395549905655099,900,0.00218893675369597,900,0.00400759106641722,900,0.00696424734850749,900,0.00736460090363376,900,0.00542399116139116
899,0.00592105810115342,899,0.00405211195842181,899,0.00347487027341179,899,0.00894820564922143,899,0.00867159909281029,899,0.00470704917619204,899,0.00210636738022956,899,0.00412198551774583,899,0.00699644514709401,899,0.00736860288078905,899,0.00568980255496389
898,0.00593121360596419,898,0.00347181729579038,898,0.00361000560065106,898,0.00885895165950468,898,0.00835703494885078,898,0.00437750906183257,898,0.00236757860532143,898,0.00397937596248966,898,0.00681702018629697,898,0.00727309206811837,898,0.00536190105245285
897,0.00585496127710643,897,0.00297196645596951,897,0.00299529411081609,897,0.00885274313892504,897,0.00779307443945715,897,0.00425601533658529,897,0.0018344988880424,897,0.00346652030006977,897,0.00684021343672323,897,0.00668958459572782,897,0.00515291997354058
896,0.0061658797707331,896,0.00329548554880737,896,0.00332589955697613,896,0.00907300174545108,896,0.00814254608584056,896,0.00425238176756449,896,0.00226772267452717,896,0.00411087920809345,896,0.00685170533602224,896,0.00726266823424246,896,0.00519444093124514
895,0.00724782259971716,895,0.00457356027055749,895,0.00440041549577343,895,0.0101076097541716,895,0.0092646792995513,895,0.00546220890470847,895,0.00295359192290702,895,0.00506813524350021,895,0.00785951963099135,895,0.0079263704310481,895,0.00634151610923696
894,0.00682251598060006,894,0.00474140919323117,894,0.00464710229684802,894,0.0102395773637271,894,0.00906866684530798,894,0.005133431378716,894,0.00349360611034024,894,0.00503490163069003,894,0.00807294571541313,894,0.00801234788349518,894,0.00640642603784036
893,0.00669952149227097,893,0.00433321625689104,893,0.00451572433036889,893,0.00980680462339869,893,0.00952708421291735,893,0.00540797635807336,893,0.00295559874898491,893,0.00478820390064373,893,0.00794746114677758,893,0.00739885586169917,893,0.00623588418754294
892,0.00670165085682504,892,0.00420198547037714,892,0.00430171202276334,892,0.0098307671043351,892,0.0091414936236336,892,0.0050848708623583,892,0.00276418407533911,892,0.00477119181854783,892,0.00761397871883282,892,0.00796396534616813,892,0.0056607174107568
891,0.00677239901491266,891,0.00436527187307925,891,0.0046254125140363,891,0.00981342396110156,891,0.00905024400240102,891,0.00513615553831712,891,0.00312386630688676,891,0.00446349287963491,891,0.00754119690283411,891,0.00785553948600837,891,0.0061150246736108
890,0.00631251861264668,890,0.0045178691711794,890,0.00420368442041296,890,0.00997803962215449,890,0.00934002512866651,890,0.00485330089735975,890,0.00283028113112217,890,0.00441505951127222,890,0.00781004717496481,890,0.00739214157170875,890,0.00613741908584328
889,0.00661472343548107,889,0.00463373247153633,889,0.00438192813140055,889,0.00997684768221377,889,0.0091654987369284,889,0.00519931368244264,889,0.00294186390401063,889,0.00478516784944909,889,0.00787496610202125,889,0.00742608271324309,889,0.00599246656967738
888,0.00677763131334798,888,0.00380683346238774,888,0.00417166686427918,888,0.0095725185830523,888,0.00890249305509014,888,0.00513450532421069,888,0.00285949001172498,888,0.00470372584576473,888,0.00789948125386407,888,0.0075661146748238,888,0.00645137744862383
887,0.00678089167188931,887,0.004005030731365,887,0.00436699760958302,887,0.00985753780409336,887,0.00896199964284817,887,0.00475891736087388,887,0.00332668210673312,887,0.00470660431946375,887,0.00799984964361754,887,0.00765278486756426,887,0.0062979943262777
886,0.00666303474407841,886,0.00456639248581313,886,0.00432267973170794,886,0.00998431722649371,886,0.00928517397496217,886,0.00512549474190606,886,0.00284554975675223,886,0.00452375445952001,886,0.00803088496488512,886,0.00810177088927983,886,0.00613878431596168
885,0.0064763904177829,885,0.00417156232102337,885,0.00428610454751883,885,0.00989177810700652,885,0.00904966251936479,885,0.00530917467560232,885,0.00303301197561126,885,0.00491715097669553,885,0.007779554707074,885,0.00823086151175696,885,0.00633476561331013
884,0.00648401020096025,884,0.00439006038285133,884,0.00379693641817762,884,0.00987443252723326,884,0.0085121766683509,884,0.00479139701186873,884,0.00280938534969448,884,0.00456688951816433,884,0.0075597665654822,884,0.00750479739969927,884,0.00607304810681822
883,0.00679611576680019,883,0.00437353455246316,883,0.00414048795370748,883,0.00973378678494358,883,0.00913866491463308,883,0.00517180693279951,883,0.0027805445697339,883,0.00464270669242634,883,0.00799431256370763,883,0.00767077966247417,883,0.00623375710543318
882,0.00709792065556442,882,0.00494388231326265,882,0.00483034438910993,882,0.0108079997020654,882,0.00964826192000178,882,0.00574855576673909,882,0.00384436071584498,882,0.00553283407821412,882,0.0081551539395783,882,0.00840337634697725,882,0.00679745677482804
881,0.00783223923660527,881,0.00543133038479121,881,0.00527888348955247,881,0.0107671592430566,881,0.010162087907069,881,0.00628223615629204,881,0.00436506269336295,881,0.00604963329830891,881,0.00899165028457202,881,0.00909182205754021,881,0.00760346767047258
880,0.00788237322243697,880,0.00596485705218478,880,0.00505525004211055,880,0.0110106931346972,880,0.0102516101405564,880,0.00600293869940756,880,0.00395941749593341,880,0.00579671834514894,880,0.00916592174641607,880,0.0088656358255555,880,0.00781595089062871
879,0.00738382126224979,879,0.00512366121607249,879,0.0057149290718875,879,0.0111954187157689,879,0.0098830390260249,879,0.00629211120926422,879,0.00360434149529708,879,0.00558781641209847,879,0.00865823683489503,879,0.00860761714794639,879,0.00739656509227139
878,0.00736228398634661,878,0.00469336349841393,878,0.00503841081250361,878,0.0109577543712419,878,0.00981061734959575,878,0.00615193800293233,878,0.00325036405770244,878,0.00557234619143959,878,0.00883496348379029,878,0.00857358354459983,878,0.00692374043711797
877,0.00770777276867362,877,0.00492209916074054,877,0.00450243701605921,877,0.0103339932588646,877,0.00990933624673819,877,0.00583077114709152,877,0.00374283308137147,877,0.00584465013501983,877,0.00824083373661993,877,0.00842681283191584,877,0.00751369945656222
876,0.00694570313121271,876,0.00491131271564182,876,0.00570955218974625,876,0.0111245041190179,876,0.00946199724163901,876,0.00608362718432923,876,0.00316644533612884,876,0.00556230395333549,876,0.00818786221216868,876,0.0087176043187076,876,0.00686256638076664
875,0.00781247190561492,875,0.00522967791765998,875,0.005423204823383,875,0.0108632027873854,875,0.00960705400076224,875,0.00604488224123039,875,0.00368620413442798,875,0.00573242407104173,875,0.00869697795172865,875,0.00781634623159823,875,0.00704640380976349
874,0.00753074029330919,874,0.00503388030698191,874,0.00532788499309064,874,0.0103834094222776,874,0.0100364751781465,874,0.00572098797982711,874,0.00380746019573591,874,0.00585805729122109,874,0.00789094033421084,874,0.00837714376372927,874,0.00675415219602518
873,0.0079144809915031,873,0.00541701901403915,873,0.00535451058804999,873,0.0109494982049701,873,0.0100556551977498,873,0.00638782681492984,873,0.00426370082732917,873,0.00562004343799634,873,0.00819071111382368,873,0.00844798065418237,873,0.00743055924487587
872,0.00829399641839183,872,0.00558181180338952,872,0.00526148535524479,872,0.01060781468803,872,0.00949707949475884,872,0.0064859283053742,872,0.00447507898376782,872,0.00545447596233537,872,0.00880978789179495,872,0.00963958067165522,872,0.00681444323492834
871,0.0071693123722533,871,0.00486691308308423,871,0.00483704536531153,871,0.0113707363567592,871,0.0109654000928443,871,0.00620555455708068,871,0.00418118040590274,871,0.00579635107216306,871,0.00840139697204698,871,0.00851983225396594,871,0.00699644514709401
870,0.00796378079095023,870,0.00529227319100745,870,0.00542372904856358,870,0.0108606017152699,870,0.0103626772785134,870,0.00634078064155257,870,0.00384799087270494,870,0.00557546641191945,870,0.00949115288202392,870,0.00867513778332671,870,0.00762894225409959
869,0.00808597350764782,869,0.00589534238098522,869,0.00531155927908919,869,0.0112530619565205,869,0.0107290555594348,869,0.00663430490145222,869,0.00366657240118587,869,0.00568969764562342,869,0.00919981672077213,869,0.00874945694554164,869,0.00750485007405529
868,0.00798255309483432,868,0.00597217917715209,868,0.00591381556062313,868,0.011209151457218,868,0.0104449223737849,868,0.00594136934825596,868,0.00465701873450391,868,0.00607674944209814,868,0.00871094884100599,868,0.00902653598439834,868,0.00727772496348357
867,0.00763070735299379,867,0.00550902891325278,867,0.00510797179010555,867,0.0112162437780662,867,0.00982949613291639,867,0.0069105107514393,867,0.00452848890491455,867,0.00642450062210789,867,0.00844272819306407,867,0.00920227566348055,867,0.00739543287736094
866,0.00791516640489725,866,0.00596714028220857,866,0.00554591698769301,866,0.0116332473419472,866,0.0102511860722693,866,0.00701783274939479,866,0.00391519342899158,866,0.00578855971128996,866,0.00981766039017867,866,0.00841976591800238,866,0.00782367328270916
865,0.00842240519820996,865,0.00554250857651868,865,0.00603829384477469,865,0.0106802102532229,865,0.0103621735686655,865,0.00674155865723544,865,0.00468852258754117,865,0.0058786804568756,865,0.00917961690117985,865,0.00870009429262317,865,0.00795829690026367
864,0.0081888118439772,864,0.00583567727928747,864,0.00484000325098007,864,0.0106985166499323,864,0.0114001001468994,864,0.00621760737738913,864,0.00412154125990642,864,0.00638451686722438,864,0.0098491701281673,864,0.0095667761783504,864,0.00774165953282312
863,0.00856851437650203,863,0.00589466014791933,863,0.00549117589579553,863,0.0112025639371099,863,0.0114046975535246,863,0.00651903664814894,863,0.00461306368858216,863,0.007107288011393,863,0.00956158955549368,863,0.00906044651325061,863,0.00863090622416079
862,0.00831587020037543,862,0.00586149441748895,862,0.00534866644460851,862,0.0108470657751277,862,0.0106084247871115,862,0.00612164048764065,862,0.00354820037220201,862,0.00679240829556622,862,0.00887781553888144,862,0.00854430463454459,862,0.00735299011282854
861,0.00842557235563113,861,0.00652815502392715,861,0.00618741031025695,861,0.0112348118632096,861,0.0107860000432409,861,0.00647786181377413,861,0.00426302115259765,861,0.00647171351363063,861,0.00926259021921419,861,0.00946369043763652,861,0.00828188583562728
860,0.00853678061668086,860,0.00547201290077777,860,0.00654197748023259,860,0.011619846826649,860,0.0106777163980301,860,0.00696850868479105,860,0.00449686588121547,860,0.00628709486440146,860,0.00975546846565885,860,0.00986799762572504,860,0.00740994124998694
859,0.00804710226391554,859,0.0063822051726775,859,0.00616556469759127,859,0.0116859494107483,859,0.0106154807778937,859,0.00656841481023743,859,0.00497286712012804,859,0.00689123242803327,859,0.00976484036966957,859,0.00868638784173592,859,0.00849185042344206
858,0.00858538543080919,858,0.00706905678744301,858,0.00594643418703999,858,0.011626254561147,858,0.0112772372055924,858,0.00720581536231434,858,0.00445410391588396,858,0.00728112069658775,858,0.00966753067660684,858,0.00938372059020813,858,0.00867416067933235
857,0.00850483799227594,857,0.00726514255600178,857,0.00612282189360842,857,0.0121261097905559,857,0.0111156870834109,857,0.00731697494066722,857,0.00550391674075562,857,0.00601146881625154,857,0.0100513369702793,857,0.00927716110284865,857,0.00856835596595236
856,0.0086311438742326,856,0.00625965044304948,856,0.00543801442829992,856,0.0125174245271104,856,0.0112488380675897,856,0.0074146809322824,856,0.00451852308816769,856,0.00663496201293667,856,0.0108828174961352,856,0.00910316221799847,856,0.00797068848257329
855,0.00912333204626176,855,0.0065329639274534,855,0.00621456131714151,855,0.0118656684714655,855,0.0116242870309527,855,0.00789281194112203,855,0.00410497338027997,855,0.00650426896438684,855,0.00984676047923921,855,0.00971591808152314,855,0.00915553169510181
854,0.00897148657090231,854,0.00704327300334742,854,0.0068086320027587,854,0.011689167049946,854,0.0117329931375628,854,0.00702917149959547,854,0.00526009667877739,854,0.00681512691441347,854,0.0101768479995451,854,0.0102808718524281,854,0.00846429272232895
853,0.00855943226496292,853,0.00632746363857586,853,0.0065637631951473,853,0.0113294443946599,853,0.0114948750264009,853,0.00724218981445615,853,0.00477838915656868,853,0.00689796527866147,853,0.0102870478098924,853,0.00990141778211671,853,0.00868498817070856
852,0.00803441843860355,852,0.00601333234099959,852,0.00663517228882168,852,0.0126201984336231,852,0.0119535203551636,852,0.00745562867476442,852,0.00529277105479467,852,0.00792410324007659,852,0.00917107720765758,852,0.0091709450155792,852,0.00821247417367933
851,0.00922892832288115,851,0.00608404720265089,851,0.00700851993701116,851,0.0125598154834975,851,0.0111952327822104,851,0.00686411798076042,851,0.00504265329405024,851,0.00742753099783969,851,0.00916943802872957,851,0.00979491654619189,851,0.00850159106365544
850,0.00928443350533285,850,0.0064325135781783,850,0.00711962902174413,850,0.0121270148349751,850,0.0116189428385204,850,0.00695435700074469,850,0.00501772276173012,850,0.00720997379232978,850,0.0101546683013926,850,0.00971025319422148,850,0.00874324999005129
849,0.00955590021900717,849,0.00653966494739307,849,0.00766790782236288,849,0.0117736851515558,849,0.0124641952327596,849,0.00727759334645589,849,0.00518621501295212,849,0.00661301502730484,849,0.00974035206362445,849,0.0100435218824933,849,0.00913509600900349
848,0.00955137526506025,848,0.00630763335542322,848,0.00585370188784939,848,0.01234960655159,848,0.0111990577171527,848,0.00810253571866702,848,0.00619699436933547,848,0.0082593805732931,848,0.010360158735116,848,0.00970202070934926,848,0.00857537888915648
847,0.00778132041820834,847,0.00690719681774861,847,0.00775375506018351,847,0.0124469597174123,847,0.0121652147530132,847,0.0089155721787788,847,0.00575587424578385,847,0.00731031456721171,847,0.0104449223737849,847,0.00911328666738828,847,0.00953121200830873
846,0.00918210216861081,846,0.00666256159312599,846,0.00737665960454517,846,0.0121036439982872,846,0.0120693885639525,846,0.00728699090248273,846,0.00594643418703999,846,0.00776071211741131,846,0.010896089114141,846,0.0104720491718697,846,0.00959268375770527
845,0.00974506430063383,845,0.00662770755724969,845,0.00767673418046042,845,0.0130281497967932,845,0.0122827371711302,845,0.00789489444279922,845,0.00544758196370464,845,0.0079035672470476,845,0.0108660692930669,845,0.00952121011019403,845,0.0090205100723946
844,0.0095758264543284,844,0.00729025508717302,844,0.00636460517448511,844,0.0124235183832168,844,0.0123811407278876,844,0.00794145018843752,844,0.00579687574795226,844,0.00696706193013016,844,0.0107281534235946,844,0.0103808377343082,844,0.00888848958151312
843,0.00941173349224002,843,0.00715394361006702,843,0.00628851309215259,843,0.0122377372909893,843,0.0118540165280117,843,0.00763629248929485,843,0.00570863419213121,843,0.00794313746659014,843,0.0105230457747653,843,0.0100514164464707,843,0.00896176181166001
842,0.00929101844027278,842,0.00682887961878483,842,0.00719005053671446,842,0.0126560964257845,842,0.0117590834608782,842,0.00764796354843099,842,0.00555244548070658,842,0.00718812931995976,842,0.0105400724950912,842,0.00997083505727407,842,0.00931886667872954
841,0.00950493767296194,841,0.00755697448038136,841,0.00759111290378699,841,0.0134109341876538,841,0.0114877249942383,841,0.00872267522732057,841,0.0065974819628374,841,0.00767876295081027,841,0.0114999784670776,841,0.01086007088614,841,0.00977879270312213
840,0.00979904688801974,840,0.0075368245871159,840,0.00767441559737961,840,0.0131169041661481,840,0.0123720850712867,840,0.00807152164845821,840,0.00650214056738243,840,0.0077279042444298,840,0.011870749667982,840,0.0110790929874291,840,0.0103912571415605
839,0.00939133865097799,839,0.00678281108796073,839,0.00690143694555291,839,0.0125320250933402,839,0.0119739560483419,839,0.00819635621489924,839,0.00613846926247652,839,0.00772721912651309,839,0.011500058208814,839,0.0105639693764387,839,0.00889686518974289
838,0.00939927427304721,838,0.00684268535277886,838,0.00724800685093629,838,0.01328547268776,838,0.0120181568457226,838,0.00757796823941575,838,0.00641759120820118,838,0.00767884199400272,838,0.0111225123031542,838,0.0109515954156152,838,0.00876850096686188
837,0.00902598096269162,837,0.00711907643169142,837,0.00661364582338731,837,0.0126458890481563,837,0.0123996255071556,837,0.00853920940819986,837,0.00601661321386085,837,0.00776313657263133,837,0.0106995779139849,837,0.00921702961210756,837,0.00913599484173234
836,0.00906174166778235,836,0.00685930540901725,836,0.00684744514566385,836,0.0121317530394833,836,0.0117360515551195,836,0.00787636316488841,836,0.00574375554100634,836,0.00725019154992145,836,0.0110878827247602,836,0.00982745729070135,836,0.00890925715876934
835,0.00948882459200577,835,0.00717820755501521,835,0.00745747207231359,835,0.0131440116108892,835,0.012358608473126,835,0.00814592221162795,835,0.00629415978560903,835,0.00784768473737168,835,0.0112174656877362,835,0.010464014371782,835,0.00951552130265752
834,0.0097945458764102,834,0.00841905331509627,834,0.00812226350760146,834,0.0140397484363948,834,0.0133875208549662,834,0.00962518288623083,834,0.00677544899025715,834,0.00855005993619739,834,0.0120129674762954,834,0.0114290938550413,834,0.0104806675220171
833,0.0101558607294703,833,0.00842053130761133,833,0.00842351370068009,833,0.013979568798721,833,0.013279654289128,833,0.00922411591615117,833,0.00673325080233728,833,0.0085848837781128,833,0.0121088610691923,833,0.011198526474174,833,0.00990324510729181
832,0.0095672260414154,832,0.00831906296756858,832,0.00702622497455461,832,0.0120823238650053,832,0.0129784851433609,832,0.00913369489110681,832,0.00684815517448817,832,0.00831481474530848,832,0.0119080490664745,832,0.0108431377773579,832,0.0104482368965636
831,0.00922276739416011,831,0.00768332113174754,831,0.00776158175740092,831,0.0136631413556016,831,0.0125696477923726,831,0.00884645545109619,831,0.0070279087007015,831,0.00879195716438577,831,0.0113193478584281,831,0.0110421302385187,831,0.00995933978579481
830,0.00966128411790314,830,0.00748833697638277,830,0.00721686950454381,830,0.0132025545229348,830,0.0125444945786597,830,0.00782214460716462,830,0.00646446178431162,830,0.00792679223532537,830,0.0113486550315091,830,0.0107092355360439,830,0.00957336539569962
829,0.00894688440845653,829,0.00736794465832828,829,0.00722089644055979,829,0.0130897450571592,829,0.0121120286071041,829,0.00824465912173829,829,0.00572271911190708,829,0.00787638952460835,829,0.0111842362818953,829,0.0105224092747996,829,0.00952263893867911
828,0.00999284643770077,828,0.00827315270555975,828,0.00828204414172032,828,0.0138990304268169,828,0.0132323893613991,828,0.00950176263434701,828,0.00701838521064143,828,0.00874177089885258,828,0.0122073317276865,828,0.0113921810287947,828,0.0103856099508777
827,0.0105875492751706,827,0.00909565494577927,827,0.00842063687869773,827,0.0140994818313919,827,0.0137743096277105,827,0.00984358294065271,827,0.00713689123648252,827,0.00884103965850289,827,0.0125608813056807,827,0.0121882161849356,827,0.0111610489220648
826,0.0101807699756175,826,0.00796536269536286,826,0.00774629742941955,826,0.0132414896619099,826,0.0131510288727635,826,0.00896535571905619,826,0.00706779387256936,826,0.00858609830669032,826,0.0122800743265378,826,0.011612508624435,826,0.010181273475111
825,0.00969032079033932,825,0.00760834118256719,825,0.00758260438824811,825,0.0136891608901442,825,0.0121589321662959,825,0.00899067246820849,825,0.00660831036875566,825,0.00841324696462466,825,0.0120474579873541,825,0.0110224286792249,825,0.00999589262515574
824,0.0103316604459315,824,0.00811693586130164,824,0.00805440683868683,824,0.013557155910899,824,0.0129368266939664,824,0.00903026257708466,824,0.00666348160934014,824,0.00851716598297074,824,0.0116119237006086,824,0.0116193150686984,824,0.0104228615546761
823,0.0116762966361877,823,0.00920396784719505,823,0.00909147842093664,823,0.0146237179353639,823,0.0139733668400466,823,0.0101195593864691,823,0.00776954036183213,823,0.00948840126788898,823,0.0129816323588605,823,0.0122369118929483,823,0.0113825347813482
822,0.0111676623727291,822,0.00966210463531898,822,0.00937478011988374,822,0.0148899444543043,822,0.0141936173734197,822,0.010453752318536,822,0.00778985918230586,822,0.00996712687193936,822,0.0132575824489256,822,0.0126773114820058,822,0.0113988777232706
821,0.0107917585917356,821,0.00975512430354217,821,0.00895235437134981,821,0.0151153240926887,821,0.0137468154742359,821,0.0103195459257264,821,0.00761692923427536,821,0.00913514888146546,821,0.0131409432620477,821,0.0127105753649748,821,0.0110876171711774
