Wavelength (nm),Au@BSPP@10C,Au@BSPP@25C,Au@BSPP@40C,Au@BSPP@60C,Au@BSPP@70C,Au@BSPP@80C
1041,0.863143711813933,0.693283005304471,0.221523898694083,0.0274626386786223,0.00892001124362011,0.00603417286672634
1040,0.868668163597541,0.693182800103122,0.222442141952205,0.028021958786542,0.00898895468803598,0.00651162646648156
1039,0.871559435187797,0.6924531938717,0.222408315892878,0.0274373800423919,0.00974374063338861,0.00624693993025373
1038,0.872029212911844,0.697019025288798,0.224109966967447,0.0278966769176757,0.00776629892586736,0.00577809274953592
1037,0.875450918420749,0.701326501886351,0.224121329662593,0.0271644819286849,0.00871646865458115,0.00589075044832638
1036,0.881602702155796,0.699337378021212,0.223839041745796,0.0275406850133404,0.00791274110082229,0.00507088518354097
1035,0.881486877280419,0.704849393239647,0.225307328892803,0.0271076359560099,0.00811548527585684,0.00462167120145249
1034,0.884480433568074,0.707044657619354,0.226598542054405,0.0272123231809026,0.00857595973751383,0.00480152613480007
1033,0.883397570346485,0.710568867158651,0.227357848440077,0.0270689805361742,0.00737063021223645,0.0045168229060461
1032,0.892680766482827,0.710906183045657,0.227322414014189,0.0271984883600997,0.00865665240469979,0.00464822736941632
1031,0.892100130674197,0.713197349662374,0.227425754296482,0.0271214954369675,0.00831647708820042,0.00476810354280421
1030,0.895802192587826,0.718123752423833,0.228955616618657,0.0266823401915949,0.00771235760386391,0.0052893646297626
1029,0.900122125608182,0.717531489128747,0.229702233147721,0.0271126506674391,0.00787976358196921,0.00465335564409002
1028,0.898849204474704,0.722624290989521,0.229996975345537,0.0269115014644261,0.00840960483894793,0.00523363407010908
1027,0.902144005744586,0.723760519234193,0.231923673992465,0.0277334616422307,0.00774189669678839,0.00441432729876982
1026,0.905391955295674,0.727384807509878,0.232095385815349,0.0270198603302575,0.00807062501610445,0.0044947211441307
1025,0.91013291797579,0.729204454502422,0.234008941842194,0.0275642395599046,0.00828141091769438,0.00417341796755503
1024,0.907518200388101,0.730345391624455,0.233079753939129,0.027872800714736,0.00765381236872465,0.00426453735153589
1023,0.914972415656331,0.733647314284654,0.234067157029551,0.0278468558089986,0.00797372051931863,0.00501070476077233
1022,0.91866473912595,0.73584234779322,0.235731939647428,0.0289385149738837,0.00857683101150646,0.00532492378270942
1021,0.92008274313038,0.740685520111605,0.2361451549242,0.0283306243854448,0.00807284022881189,0.00527254252253301
1020,0.923851840871718,0.743705968509154,0.236826668692915,0.0294334740807319,0.00882862321820292,0.00504618872699755
1019,0.927966292975564,0.747213122685713,0.237894751209693,0.0296896468039395,0.00916742872106434,0.00499439096542586
1018,0.930576837838416,0.746384929462765,0.239007968185728,0.0298992694058582,0.00882098860456043,0.00514532350864919
1017,0.929893239221609,0.750552055478802,0.240453282516819,0.0299707932401515,0.00894588026816349,0.00523562525981008
1016,0.936644663410447,0.74938926842678,0.240471700845338,0.029973039817371,0.00958582961036319,0.00566197624051113
1015,0.935672644319566,0.752268107943577,0.241515209815946,0.0310784329243416,0.00977010884518883,0.00616671996689548
1014,0.937498330884625,0.755522277272962,0.242084867485129,0.030744746791429,0.00978318764861861,0.00640075161421086
1013,0.943488583270974,0.75832191578661,0.243000884497461,0.0319746914182758,0.01042150930534,0.00773602033891183
1012,0.944998012776411,0.761454400692127,0.244252191258993,0.032123425560976,0.0113922341767571,0.00790752147060207
1011,0.949214707305198,0.763852259485794,0.245530759376509,0.0327604900811886,0.0123709131765844,0.00842356648658257
1010,0.95080770620207,0.763913956008054,0.247166887592113,0.0338602206065374,0.0131757369405923,0.0101143131659479
1009,0.953332126130114,0.767550895037251,0.247064548816968,0.0341647197008005,0.0144872801861805,0.0101668577205125
1008,0.957289897814423,0.771095402108613,0.24883693132499,0.0345570730815316,0.0143923585048226,0.0108316990132522
1007,0.961163652565403,0.772095413605013,0.249791793361255,0.0349016130465717,0.0142627879089526,0.011708154265805
1006,0.962248426880746,0.773069217835673,0.250855291025423,0.036119379121129,0.016253869261161,0.0126227034681719
1005,0.964624139225393,0.777878937729997,0.251591765126695,0.0365684117283742,0.0167667231997501,0.0137840358674854
1004,0.964553218208037,0.779022695109654,0.251768198329577,0.0378159161596129,0.0176187213165823,0.0146010154902553
1003,0.969705661714024,0.782071067145761,0.253618078248421,0.0382185089551398,0.0188567652659579,0.0158030915118601
1002,0.974826428761994,0.786491911322576,0.254680529064342,0.0394929384883837,0.0196373627196439,0.0168980658017852
1001,0.976926211888059,0.78543655655524,0.255874439475798,0.0408563434058249,0.0209577292910333,0.0179934064843447
1000,0.978277913750559,0.790422311102407,0.257704584574695,0.0416693337614158,0.0219315452733317,0.0194157965032643
