Wavelength (nm),Au@Cit.
491,1.46259646242228
490,1.44522716620028
489,1.42901958339314
488,1.415436795443
487,1.4018114004208
486,1.38630082794387
485,1.37225576165642
484,1.36210966977611
483,1.35108418886356
482,1.33850382900079
481,1.32628087678849
480,1.31498422921763
479,1.30441325985486
478,1.29494078293905
477,1.28582132904868
476,1.27708616770001
475,1.26863098129745
474,1.26015799165495
473,1.25297845107315
472,1.24504250963842
471,1.23820442063339
470,1.23195350780232
469,1.22554600351755
468,1.21971013613887
467,1.21450227856195
466,1.20934410630116
465,1.2043978538571
464,1.199880276786
463,1.19517688922183
462,1.19117441431067
461,1.18701149691913
460,1.18397118409222
459,1.18075420094193
458,1.17736299748713
457,1.17416643728701
456,1.17133015952604
455,1.1686702843434
454,1.16628452323858
453,1.16419769712411
452,1.1623357393525
451,1.16047053984247
450,1.1586131302239
449,1.15714744415026
448,1.15528399037312
447,1.15405215869028
446,1.15305647104106
445,1.15194900128602
444,1.15113322824539
443,1.15014237382233
442,1.14948567528033
441,1.14898739540513
440,1.14838808208146
439,1.14794396114709
438,1.14776808594032
437,1.1474700293965
436,1.14750174812282
435,1.14743994873332
434,1.14756891949123
433,1.14791835088758
432,1.14804473375675
431,1.14860744270119
430,1.14870540733341
429,1.14934481595828
428,1.15007544326935
427,1.15059415044264
426,1.15145563896239
425,1.15200134378485
424,1.1530406834043
423,1.15394827603762
422,1.15495826376742
421,1.15607019934079
420,1.15705076215359
419,1.15842798853365
418,1.15973148358716
417,1.16122464513743
416,1.16216291726106
415,1.16416114649884
414,1.16574347500991
413,1.16734790553483
412,1.16954819987337
411,1.17093217186297
410,1.17266921677229
409,1.17489796481586
408,1.17686107128348
407,1.17926058573228
406,1.18103300096871
405,1.1835213048137
404,1.18557878391167
403,1.18782713109439
402,1.19016192264272
401,1.19280284755681
400,1.19532378973852
399,1.19777821695508
398,1.20045913031846
397,1.20331562260988
396,1.20616956993942
395,1.20864360633039
394,1.21135959299498
393,1.21418321472466
392,1.217190840061
391,1.21992248357261
390,1.22257892567337
389,1.22571616930837
388,1.22853299891975
387,1.23219669804155
386,1.23501532203896
385,1.23802467363505
384,1.24124310647803
383,1.24487006094518
382,1.24727901693163
381,1.2510506956816
380,1.25424124597061
379,1.25807244599392
378,1.26123677166692
377,1.26451370596579
376,1.26869726563022
375,1.27246132886134
374,1.27740370925415
373,1.28098264115458
372,1.28372011029811
371,1.28693895555348
370,1.28910290526441
369,1.29158419102175
368,1.29300840065365
367,1.29457601644352
366,1.2967072612042
365,1.29770327913384
364,1.29883098734218
363,1.30131631764975
362,1.3037996375109
361,1.30539039106113
360,1.30677112815323
359,1.30903707657659
358,1.31114510370775
357,1.31234533818524
356,1.31445934504427
355,1.3157731820134
354,1.31744921318704
353,1.31986061242609
352,1.32132373749472
351,1.32340092395756
350,1.32612129920022
349,1.32757089470595
348,1.32951672815225
347,1.3325409828772
346,1.33375275438877
345,1.33645280050905
344,1.33831593257183
343,1.34151623687458
342,1.34383280839002
341,1.34703162068304
340,1.34991519539495
339,1.35299441497892
338,1.3561096177025
337,1.36023681205124
336,1.36350811483452
335,1.36636962205892
334,1.3696566252381
333,1.37362979245272
332,1.37758769217156
331,1.38214283181171
330,1.38737936982771
329,1.39076564952544
328,1.39705400477256
327,1.40337724492822
326,1.40895504783751
325,1.4146647706863
324,1.42027291885394
323,1.42714008014188
322,1.43353526840163
321,1.44038513813852
320,1.4464525777673
319,1.45282411847406
318,1.45911871605457
317,1.46729767359743
316,1.47462410321308
315,1.48130166410276
314,1.48979166653057
313,1.49806164579909
312,1.5063004235569
311,1.51575227562908
310,1.52647277890248
309,1.53428474278377
308,1.54405603747163
307,1.55436580172379
306,1.56444803722884
305,1.57544090997853
304,1.58570312944463
303,1.59816368625647
302,1.61073769071868
301,1.62392220919109
300,1.63953509451178
