Wavelength (nm),Au@BSPP
789,0.00194694417251181
788,0.00227321324333657
787,0.00166088335979103
786,0.00125650881008289
785,0.001780821406505
784,0.0018569856159567
783,0.00173167268885695
782,0.00174661684528191
781,0.00225525856033011
780,0.00173637679394295
779,0.00181710821714038
778,0.00234839678180667
777,0.00207965406004473
776,0.00217647490039239
775,0.00206828774149733
774,0.00226772267452717
773,0.00211305247007812
772,0.00288828391757526
771,0.00185448992166214
770,0.00286157457429141
769,0.00234865704511277
768,0.00252824988198605
767,0.0022095685411586
766,0.00245821572139381
765,0.00239246158172242
764,0.00295724070449163
763,0.00320900246235758
762,0.00268345874843769
761,0.00309852424918073
760,0.002816836847186
759,0.0027442032247209
758,0.00289977595508255
757,0.00304993003647956
756,0.00301075100135038
755,0.00312159797603278
754,0.00283390282140265
753,0.003129367710238
752,0.00374011764750578
751,0.00357268128993743
750,0.00358831534855873
749,0.00355699559639455
748,0.00293425389228908
747,0.00325646692165022
746,0.00331817847496494
745,0.00347852343723214
744,0.00332842980628155
743,0.00386776139629115
742,0.0036770669141432
741,0.00372682793241567
740,0.00369317465745337
739,0.00410975552670341
738,0.00422778408901759
737,0.00405736384345645
736,0.00376881333097736
735,0.00382571420128754
734,0.00403862979807986
733,0.00448004828793008
732,0.00446940358488326
731,0.00442640896292357
730,0.00430657476784175
729,0.00418808046757848
728,0.0042471536640394
727,0.00435188457434878
726,0.00462033689497141
725,0.00483984619459743
724,0.0046381541490327
723,0.0049921390289701
722,0.00497037963986202
721,0.00480157848230221
720,0.00454975531004415
719,0.0048917564219077
718,0.00505988552785163
717,0.00502780478994845
716,0.00527702311359884
715,0.00545340122531043
714,0.0056204630082122
713,0.00551311869457801
712,0.00553912641033352
711,0.00553910019209388
710,0.0056663821733858
709,0.005910640426951
708,0.00592105810115342
707,0.00582825251252049
706,0.00582678331576606
705,0.00596564437152669
704,0.00619998779003704
703,0.00627448859904908
702,0.00640019993809022
701,0.00644759409972813
700,0.00635304735470956
699,0.0068827376130829
698,0.00723800475495494
697,0.00701472845641134
696,0.00719741966609945
695,0.00726672191768706
694,0.00724611169927258
693,0.00724324266596275
692,0.00746292330798965
691,0.00735743956286949
690,0.00748504496658316
689,0.00770471623876986
688,0.00765623622724706
687,0.00774600755943123
686,0.00789576435152
685,0.00806005016830154
684,0.00790615066902605
683,0.00821231589294343
682,0.00839142105970838
681,0.00857057371890575
680,0.00900988564173849
679,0.00897098447202322
678,0.00920047772550829
677,0.0093835354306723
676,0.00916478490935224
675,0.00944808153710826
674,0.00938697412064674
673,0.00971951823521949
672,0.00985751132385196
671,0.010053721262347
670,0.0103064509601014
669,0.0105992999163886
668,0.0107243857000481
667,0.010912493394449
666,0.0108443586377245
665,0.0112162969045021
664,0.0113270265185558
663,0.0116389905465113
662,0.0118176261695195
661,0.0120363334337549
660,0.0122619407890357
659,0.012797558599955
658,0.0131342196516891
657,0.0132276391336544
656,0.0135038791475764
655,0.0138062146464614
654,0.0140515126451485
653,0.0145188896695567
652,0.0147644031775272
651,0.0151456390877482
650,0.0155200737075777
649,0.0157839512680053
648,0.0160655563120685
647,0.0164150842253138
646,0.0167944899285911
645,0.0172520893954974
644,0.0175520060874548
643,0.0177466006015919
642,0.0181676576656217
641,0.0186325164588487
640,0.0189257632416346
639,0.019371919062578
638,0.0196787209067902
637,0.0199691787729252
636,0.020413613767692
635,0.0210634985427636
634,0.0216331880400453
633,0.0220167733938933
632,0.022676045353401
631,0.0229180557590144
630,0.0232597898252217
629,0.0237761494061594
628,0.0242145365182582
627,0.0249782083413903
626,0.0256463883404483
625,0.0260561022067362
624,0.0266826980327497
623,0.027248621010902
622,0.0276545254330436
621,0.028246082059046
620,0.028979578606232
619,0.0298346889832468
618,0.0302711888176031
617,0.0310427589358769
616,0.0318089617701589
615,0.0324790109647466
614,0.0331187767860441
613,0.034073154362511
612,0.0347967387513329
611,0.0354901809492399
610,0.0366605892273433
609,0.037564559138777
608,0.0384952765638665
607,0.0390478121306647
606,0.0399864001994807
605,0.0410622367369844
604,0.0421702394218052
603,0.0432449289672841
602,0.0441815795490231
601,0.0452593679016816
600,0.046258281505474
599,0.047432472539093
598,0.0483593419979138
597,0.0499172745026821
596,0.0512128344697578
595,0.0524223332134492
594,0.053751296294669
593,0.0550468429236365
592,0.0563796590145979
591,0.0578748102793658
590,0.0592773179286105
589,0.06095221470486
588,0.0624751749028475
587,0.063976138756283
586,0.0656761564145099
585,0.067298852031728
584,0.0689626149600136
583,0.0708940600795375
582,0.0727548848475542
581,0.0746937151123378
580,0.0766232359255201
579,0.0784547689248744
578,0.0802807297610967
577,0.0824925382679566
576,0.0846069828844829
575,0.0869839505882118
574,0.0890452715595173
573,0.0916295643356947
572,0.0938333811922325
571,0.0963713301804918
570,0.098748365752632
569,0.101234261436995
568,0.103628409972258
567,0.106347023148178
566,0.108898079026827
565,0.112008243968206
564,0.114801065692512
563,0.117039378931207
562,0.119918581093598
561,0.123217593904909
560,0.126110811243153
559,0.128959504059473
558,0.132141490198438
557,0.135001324019692
556,0.138107927286052
555,0.141188324104877
554,0.144444304846576
553,0.147343849977568
552,0.150375257307219
551,0.153479351335283
550,0.156898697656095
549,0.159616373663062
548,0.162990717678968
547,0.166123148344939
546,0.168934795188379
545,0.172040764128074
544,0.174956013587891
543,0.177769487852294
542,0.180693831751048
541,0.18353532717279
540,0.18605952486689
539,0.18853769932073
538,0.190990352004712
537,0.193248413057094
536,0.195476657575857
535,0.197473226112449
534,0.199558068242846
533,0.201372478212777
532,0.203298910868326
531,0.204419493374805
530,0.205555482507868
529,0.207079386581116
528,0.208313813258645
527,0.20885608981386
526,0.209264949919827
525,0.209847318153781
524,0.209745391378606
523,0.209674111402551
522,0.209447846684623
521,0.208879622342014
520,0.208119605382251
519,0.207789087291999
518,0.207211848342258
517,0.206027009969186
516,0.204570632234168
515,0.203133956973474
514,0.201668204965863
513,0.199846983984383
512,0.198097861378026
511,0.196329148812327
510,0.194188703193211
509,0.192210810303196
508,0.190149549633972
507,0.187722924370824
506,0.185350953667501
505,0.182938099362892
504,0.180770086900175
503,0.178398718361192
502,0.175913135411949
501,0.173447293189776
500,0.171148366258382
499,0.168872008203244
498,0.166358413041561
497,0.164521970674837
496,0.162427462662118
495,0.160001707495179
494,0.157287501636688
493,0.154914651691659
492,0.153752156877884
491,0.1521151324267
490,0.149699041364567
489,0.147565265247004
488,0.146544191449656
487,0.145094051415978
486,0.142808192144091
485,0.141066875728808
484,0.140530580516467
483,0.139501729946079
482,0.137879261372602
481,0.136440318773113
480,0.135129179176294
479,0.133845060881053
478,0.13272591642783
477,0.131924992542436
476,0.130982236415428
475,0.12990677715691
474,0.128916310001446
473,0.128329714342117
472,0.127508795411446
471,0.126803625350806
470,0.125985652511182
469,0.125262604514991
468,0.12472669601312
467,0.12431171359381
466,0.123761865283362
465,0.123151249218522
464,0.122653059859715
463,0.122222525840367
462,0.121675828423497
461,0.121220219128018
460,0.121165914804394
459,0.121173510841938
458,0.120597888812604
457,0.120278435742699
456,0.119857241341902
455,0.119733257788655
454,0.119382407358224
453,0.119153375755011
452,0.119129195323345
451,0.118795506658804
450,0.118623077658263
449,0.118458163775245
448,0.118228293505548
447,0.118258133734075
446,0.118290763209873
445,0.118216194862673
444,0.118104977906269
443,0.118007784085875
442,0.117797232455395
441,0.117945728665961
440,0.117980950057563
439,0.117883002942907
438,0.11794440409848
437,0.11776847630939
436,0.117774621205418
435,0.117800186264176
434,0.117744916022096
433,0.117915909894226
432,0.117923619107083
431,0.117885889417819
430,0.117913736396388
429,0.117999292125439
428,0.117892511403345
427,0.117925520960374
426,0.118007953926777
425,0.11821803002839
424,0.118423855681253
423,0.118480504595739
422,0.118451193130417
421,0.118743614251376
420,0.118833723851908
419,0.119082779478643
418,0.119146870745949
417,0.119237983805045
416,0.119333647540175
415,0.119443134785948
414,0.119499644138406
413,0.119731586725292
412,0.119691380833074
411,0.119916772845729
410,0.12028007476517
409,0.120408074205432
408,0.120344684495246
407,0.12059115710623
406,0.120928143890083
405,0.121151578500942
404,0.121570194892937
403,0.121595025368191
402,0.121732457751976
401,0.122001042288645
400,0.122145393265428
399,0.122453422392891
398,0.122589272989853
397,0.122823833689708
396,0.123043331848513
395,0.123413283816105
394,0.123776632238527
393,0.123954632478488
392,0.124107109642652
391,0.124583657289732
390,0.124700926938174
389,0.12499075326228
388,0.125187520235618
387,0.125480539858649
386,0.125673345556624
385,0.125720194573366
384,0.126342676830738
383,0.126564792596207
382,0.126688420317972
381,0.126737319804516
380,0.1270637461948
379,0.126589944936771
378,0.126934949220443
377,0.127412494251984
376,0.127501226630782
375,0.127517197606859
374,0.127240982496552
373,0.1271898058494
372,0.127118966504093
371,0.127296468264878
370,0.127120319351038
369,0.126918202177969
368,0.127041340961169
367,0.126863596742778
366,0.126818565425917
365,0.126989286204472
364,0.12687229848241
363,0.127050427774177
362,0.1274439095509
361,0.127833648171765
360,0.127908531093132
359,0.127823189914282
358,0.127981550030395
357,0.12839240174242
356,0.128653162914086
355,0.128537953500501
354,0.128820148983821
353,0.128777908951189
352,0.128951108748949
351,0.129090122552063
350,0.129490863636105
349,0.129542486584546
348,0.129475238439867
347,0.129548556172163
346,0.12969076227934
345,0.130051929413237
344,0.130117799914448
343,0.130210056365472
342,0.129893266533082
341,0.13013407698592
340,0.130013061423895
339,0.12991885677854
338,0.129618955632941
337,0.129204955726919
336,0.12867203093282
335,0.127709902475287
334,0.127124100407156
333,0.126258508257371
332,0.12520589292591
331,0.124289001865325
330,0.123659302154291
329,0.123266688622237
328,0.123111000464997
327,0.123089623053763
326,0.123573037096374
325,0.12381862958748
324,0.124328222560712
323,0.124510966006927
322,0.12440574382615
321,0.124194273336637
320,0.123765445105174
319,0.123978945330424
318,0.123485447594541
317,0.122731999640456
316,0.12256747499656
315,0.123303444532878
314,0.123619969769289
313,0.123996922563631
312,0.124914300941656
311,0.12597285146715
310,0.127193483427675
309,0.128609999311878
308,0.12944224601063
307,0.13052326664494
306,0.131448418579967
305,0.132278791103591
304,0.133018969751775
303,0.133880045425001
302,0.134564625257201
301,0.135969139620526
300,0.137274618695822
